Freq.	I(R4)/I(R8)
6.59173895244257e+01	(4.32738105086540e+00dB,-1.10090813437607e-01°)
6.60693448007532e+01	(4.32738101635213e+00dB,-1.10317011027306e-01°)
6.62216503701698e+01	(4.32738098169163e+00dB,-1.10543793527671e-01°)
6.63743070401844e+01	(4.32738094688317e+00dB,-1.10771162140946e-01°)
6.65273156201677e+01	(4.32738091192598e+00dB,-1.10999118072466e-01°)
6.66806769213557e+01	(4.32738087681931e+00dB,-1.11227662530720e-01°)
6.68343917568550e+01	(4.32738084156242e+00dB,-1.11456796727287e-01°)
6.69884609416461e+01	(4.32738080615452e+00dB,-1.11686521876888e-01°)
6.71428852925887e+01	(4.32738077059486e+00dB,-1.11916839197361e-01°)
6.72976656284252e+01	(4.32738073488268e+00dB,-1.12147749909721e-01°)
6.74528027697856e+01	(4.32738069901720e+00dB,-1.12379255238085e-01°)
6.76082975391916e+01	(4.32738066299765e+00dB,-1.12611356409741e-01°)
6.77641507610609e+01	(4.32738062682326e+00dB,-1.12844054655149e-01°)
6.79203632617118e+01	(4.32738059049323e+00dB,-1.13077351207930e-01°)
6.80769358693675e+01	(4.32738055400680e+00dB,-1.13311247304855e-01°)
6.82338694141603e+01	(4.32738051736317e+00dB,-1.13545744185902e-01°)
6.83911647281362e+01	(4.32738048056156e+00dB,-1.13780843094232e-01°)
6.85488226452594e+01	(4.32738044360117e+00dB,-1.14016545276178e-01°)
6.87068440014165e+01	(4.32738040648121e+00dB,-1.14252851981273e-01°)
6.88652296344209e+01	(4.32738036920087e+00dB,-1.14489764462297e-01°)
6.90239803840174e+01	(4.32738033175936e+00dB,-1.14727283975196e-01°)
6.91830970918869e+01	(4.32738029415588e+00dB,-1.14965411779153e-01°)
6.93425806016501e+01	(4.32738025638960e+00dB,-1.15204149136572e-01°)
6.95024317588728e+01	(4.32738021845971e+00dB,-1.15443497313099e-01°)
6.96626514110700e+01	(4.32738018036541e+00dB,-1.15683457577621e-01°)
6.98232404077103e+01	(4.32738014210587e+00dB,-1.15924031202229e-01°)
6.99841996002205e+01	(4.32738010368027e+00dB,-1.16165219462329e-01°)
7.01455298419902e+01	(4.32738006508779e+00dB,-1.16407023636545e-01°)
7.03072319883764e+01	(4.32738002632759e+00dB,-1.16649445006791e-01°)
7.04693068967077e+01	(4.32737998739884e+00dB,-1.16892484858232e-01°)
7.06317554262892e+01	(4.32737994830070e+00dB,-1.17136144479314e-01°)
7.07945784384068e+01	(4.32737990903233e+00dB,-1.17380425161793e-01°)
7.09577767963319e+01	(4.32737986959290e+00dB,-1.17625328200700e-01°)
7.11213513653259e+01	(4.32737982998155e+00dB,-1.17870854894353e-01°)
7.12853030126449e+01	(4.32737979019744e+00dB,-1.18117006544408e-01°)
7.14496326075443e+01	(4.32737975023970e+00dB,-1.18363784455817e-01°)
7.16143410212831e+01	(4.32737971010748e+00dB,-1.18611189936854e-01°)
7.17794291271291e+01	(4.32737966979992e+00dB,-1.18859224299120e-01°)
7.19448978003628e+01	(4.32737962931616e+00dB,-1.19107888857565e-01°)
7.21107479182828e+01	(4.32737958865532e+00dB,-1.19357184930447e-01°)
7.22769803602099e+01	(4.32737954781653e+00dB,-1.19607113839412e-01°)
7.24435960074918e+01	(4.32737950679892e+00dB,-1.19857676909438e-01°)
7.26105957435083e+01	(4.32737946560160e+00dB,-1.20108875468880e-01°)
7.27779804536752e+01	(4.32737942422370e+00dB,-1.20360710849445e-01°)
7.29457510254496e+01	(4.32737938266432e+00dB,-1.20613184386217e-01°)
7.31139083483345e+01	(4.32737934092258e+00dB,-1.20866297417697e-01°)
7.32824533138831e+01	(4.32737929899758e+00dB,-1.21120051285732e-01°)
7.34513868157042e+01	(4.32737925688841e+00dB,-1.21374447335601e-01°)
7.36207097494663e+01	(4.32737921459419e+00dB,-1.21629486915964e-01°)
7.37904230129027e+01	(4.32737917211399e+00dB,-1.21885171378922e-01°)
7.39605275058164e+01	(4.32737912944692e+00dB,-1.22141502079966e-01°)
7.41310241300844e+01	(4.32737908659206e+00dB,-1.22398480378020e-01°)
7.43019137896627e+01	(4.32737904354848e+00dB,-1.22656107635458e-01°)
7.44731973905915e+01	(4.32737900031527e+00dB,-1.22914385218084e-01°)
7.46448758409992e+01	(4.32737895689150e+00dB,-1.23173314495157e-01°)
7.48169500511080e+01	(4.32737891327624e+00dB,-1.23432896839366e-01°)
7.49894209332381e+01	(4.32737886946856e+00dB,-1.23693133626906e-01°)
7.51622894018130e+01	(4.32737882546751e+00dB,-1.23954026237410e-01°)
7.53355563733642e+01	(4.32737878127217e+00dB,-1.24215576053992e-01°)
7.55092227665358e+01	(4.32737873688157e+00dB,-1.24477784463267e-01°)
7.56832895020898e+01	(4.32737869229478e+00dB,-1.24740652855310e-01°)
7.58577575029108e+01	(4.32737864751083e+00dB,-1.25004182623745e-01°)
7.60326276940106e+01	(4.32737860252877e+00dB,-1.25268375165665e-01°)
7.62079010025335e+01	(4.32737855734763e+00dB,-1.25533231881680e-01°)
7.63835783577614e+01	(4.32737851196646e+00dB,-1.25798754175929e-01°)
7.65596606911179e+01	(4.32737846638427e+00dB,-1.26064943456096e-01°)
7.67361489361742e+01	(4.32737842060009e+00dB,-1.26331801133377e-01°)
7.69130440286532e+01	(4.32737837461295e+00dB,-1.26599328622513e-01°)
7.70903469064352e+01	(4.32737832842186e+00dB,-1.26867527341814e-01°)
7.72680585095625e+01	(4.32737828202584e+00dB,-1.27136398713136e-01°)
7.74461797802441e+01	(4.32737823542388e+00dB,-1.27405944161912e-01°)
7.76247116628613e+01	(4.32737818861500e+00dB,-1.27676165117135e-01°)
7.78036551039725e+01	(4.32737814159819e+00dB,-1.27947063011395e-01°)
7.79830110523180e+01	(4.32737809437245e+00dB,-1.28218639280859e-01°)
7.81627804588251e+01	(4.32737804693677e+00dB,-1.28490895365294e-01°)
7.83429642766133e+01	(4.32737799929014e+00dB,-1.28763832708084e-01°)
7.85235634609992e+01	(4.32737795143153e+00dB,-1.29037452756211e-01°)
7.87045789695019e+01	(4.32737790335994e+00dB,-1.29311756960277e-01°)
7.88860117618475e+01	(4.32737785507432e+00dB,-1.29586746774520e-01°)
7.90678627999745e+01	(4.32737780657364e+00dB,-1.29862423656810e-01°)
7.92501330480391e+01	(4.32737775785688e+00dB,-1.30138789068648e-01°)
7.94328234724201e+01	(4.32737770892298e+00dB,-1.30415844475223e-01°)
7.96159350417238e+01	(4.32737765977091e+00dB,-1.30693591345334e-01°)
7.97994687267896e+01	(4.32737761039962e+00dB,-1.30972031151475e-01°)
7.99834255006947e+01	(4.32737756080804e+00dB,-1.31251165369808e-01°)
8.01678063387598e+01	(4.32737751099514e+00dB,-1.31530995480182e-01°)
8.03526122185536e+01	(4.32737746095983e+00dB,-1.31811522966129e-01°)
8.05378441198985e+01	(4.32737741070104e+00dB,-1.32092749314890e-01°)
8.07235030248756e+01	(4.32737736021772e+00dB,-1.32374676017380e-01°)
8.09095899178300e+01	(4.32737730950878e+00dB,-1.32657304568271e-01°)
8.10961057853758e+01	(4.32737725857314e+00dB,-1.32940636465925e-01°)
8.12830516164016e+01	(4.32737720740970e+00dB,-1.33224673212458e-01°)
8.14704284020757e+01	(4.32737715601739e+00dB,-1.33509416313693e-01°)
8.16582371358509e+01	(4.32737710439510e+00dB,-1.33794867279226e-01°)
8.18464788134706e+01	(4.32737705254173e+00dB,-1.34081027622390e-01°)
8.20351544329734e+01	(4.32737700045617e+00dB,-1.34367898860289e-01°)
8.22242649946987e+01	(4.32737694813732e+00dB,-1.34655482513780e-01°)
8.24138115012918e+01	(4.32737689558406e+00dB,-1.34943780107532e-01°)
8.26037949577094e+01	(4.32737684279526e+00dB,-1.35232793169955e-01°)
8.27942163712249e+01	(4.32737678976980e+00dB,-1.35522523233285e-01°)
8.29850767514338e+01	(4.32737673650656e+00dB,-1.35812971833544e-01°)
8.31763771102586e+01	(4.32737668300438e+00dB,-1.36104140510579e-01°)
8.33681184619549e+01	(4.32737662926214e+00dB,-1.36396030808042e-01°)
8.35603018231162e+01	(4.32737657527869e+00dB,-1.36688644273407e-01°)
8.37529282126797e+01	(4.32737652105288e+00dB,-1.36981982457995e-01°)
8.39459986519311e+01	(4.32737646658354e+00dB,-1.37276046916967e-01°)
8.41395141645109e+01	(4.32737641186953e+00dB,-1.37570839209329e-01°)
8.43334757764189e+01	(4.32737635690966e+00dB,-1.37866360897959e-01°)
8.45278845160203e+01	(4.32737630170278e+00dB,-1.38162613549573e-01°)
8.47227414140509e+01	(4.32737624624770e+00dB,-1.38459598734810e-01°)
8.49180475036226e+01	(4.32737619054325e+00dB,-1.38757318028141e-01°)
8.51138038202289e+01	(4.32737613458823e+00dB,-1.39055773007978e-01°)
8.53100114017501e+01	(4.32737607838145e+00dB,-1.39354965256585e-01°)
8.55066712884595e+01	(4.32737602192172e+00dB,-1.39654896360179e-01°)
8.57037845230281e+01	(4.32737596520783e+00dB,-1.39955567908875e-01°)
8.59013521505307e+01	(4.32737590823858e+00dB,-1.40256981496705e-01°)
8.60993752184512e+01	(4.32737585101275e+00dB,-1.40559138721659e-01°)
8.62978547766881e+01	(4.32737579352911e+00dB,-1.40862041185642e-01°)
8.64967918775604e+01	(4.32737573578645e+00dB,-1.41165690494535e-01°)
8.66961875758127e+01	(4.32737567778355e+00dB,-1.41470088258171e-01°)
8.68960429286212e+01	(4.32737561951915e+00dB,-1.41775236090342e-01°)
8.70963589955990e+01	(4.32737556099202e+00dB,-1.42081135608829e-01°)
8.72971368388021e+01	(4.32737550220092e+00dB,-1.42387788435392e-01°)
8.74983775227345e+01	(4.32737544314458e+00dB,-1.42695196195791e-01°)
8.77000821143544e+01	(4.32737538382176e+00dB,-1.43003360519776e-01°)
8.79022516830793e+01	(4.32737532423119e+00dB,-1.43312283041126e-01°)
8.81048873007923e+01	(4.32737526437161e+00dB,-1.43621965397635e-01°)
8.83079900418471e+01	(4.32737520424173e+00dB,-1.43932409231115e-01°)
8.85115609830743e+01	(4.32737514384028e+00dB,-1.44243616187425e-01°)
8.87156012037869e+01	(4.32737508316596e+00dB,-1.44555587916460e-01°)
8.89201117857856e+01	(4.32737502221750e+00dB,-1.44868326072200e-01°)
8.91250938133653e+01	(4.32737496099359e+00dB,-1.45181832312644e-01°)
8.93305483733202e+01	(4.32737489949293e+00dB,-1.45496108299901e-01°)
8.95364765549501e+01	(4.32737483771421e+00dB,-1.45811155700134e-01°)
8.97428794500655e+01	(4.32737477565611e+00dB,-1.46126976183628e-01°)
8.99497581529941e+01	(4.32737471331732e+00dB,-1.46443571424735e-01°)
9.01571137605863e+01	(4.32737465069650e+00dB,-1.46760943101927e-01°)
9.03649473722207e+01	(4.32737458779233e+00dB,-1.47079092897800e-01°)
9.05732600898105e+01	(4.32737452460346e+00dB,-1.47398022499058e-01°)
9.07820530178091e+01	(4.32737446112855e+00dB,-1.47717733596560e-01°)
9.09913272632157e+01	(4.32737439736626e+00dB,-1.48038227885303e-01°)
9.12010839355814e+01	(4.32737433331521e+00dB,-1.48359507064426e-01°)
9.14113241470155e+01	(4.32737426897406e+00dB,-1.48681572837239e-01°)
9.16220490121904e+01	(4.32737420434143e+00dB,-1.49004426911220e-01°)
9.18332596483485e+01	(4.32737413941594e+00dB,-1.49328070998026e-01°)
9.20449571753075e+01	(4.32737407419622e+00dB,-1.49652506813512e-01°)
9.22571427154666e+01	(4.32737400868088e+00dB,-1.49977736077704e-01°)
9.24698173938126e+01	(4.32737394286852e+00dB,-1.50303760514878e-01°)
9.26829823379252e+01	(4.32737387675775e+00dB,-1.50630581853484e-01°)
9.28966386779839e+01	(4.32737381034715e+00dB,-1.50958201826222e-01°)
9.31107875467733e+01	(4.32737374363532e+00dB,-1.51286622170018e-01°)
9.33254300796893e+01	(4.32737367662083e+00dB,-1.51615844626041e-01°)
9.35405674147454e+01	(4.32737360930227e+00dB,-1.51945870939717e-01°)
9.37562006925782e+01	(4.32737354167819e+00dB,-1.52276702860735e-01°)
9.39723310564539e+01	(4.32737347374716e+00dB,-1.52608342143048e-01°)
9.41889596522742e+01	(4.32737340550775e+00dB,-1.52940790544892e-01°)
9.44060876285824e+01	(4.32737333695848e+00dB,-1.53274049828803e-01°)
9.46237161365693e+01	(4.32737326809792e+00dB,-1.53608121761606e-01°)
9.48418463300797e+01	(4.32737319892458e+00dB,-1.53943008114430e-01°)
9.50604793656181e+01	(4.32737312943701e+00dB,-1.54278710662743e-01°)
9.52796164023551e+01	(4.32737305963372e+00dB,-1.54615231186311e-01°)
9.54992586021335e+01	(4.32737298951323e+00dB,-1.54952571469262e-01°)
9.57194071294743e+01	(4.32737291907405e+00dB,-1.55290733300061e-01°)
9.59400631515832e+01	(4.32737284831468e+00dB,-1.55629718471533e-01°)
9.61612278383563e+01	(4.32737277723362e+00dB,-1.55969528780858e-01°)
9.63829023623868e+01	(4.32737270582936e+00dB,-1.56310166029600e-01°)
9.66050878989711e+01	(4.32737263410038e+00dB,-1.56651632023699e-01°)
9.68277856261146e+01	(4.32737256204515e+00dB,-1.56993928573505e-01°)
9.70509967245387e+01	(4.32737248966213e+00dB,-1.57337057493755e-01°)
9.72747223776862e+01	(4.32737241694981e+00dB,-1.57681020603615e-01°)
9.74989637717283e+01	(4.32737234390662e+00dB,-1.58025819726657e-01°)
9.77237220955707e+01	(4.32737227053101e+00dB,-1.58371456690889e-01°)
9.79489985408595e+01	(4.32737219682143e+00dB,-1.58717933328765e-01°)
9.81747943019880e+01	(4.32737212277631e+00dB,-1.59065251477210e-01°)
9.84011105761029e+01	(4.32737204839408e+00dB,-1.59413412977570e-01°)
9.86279485631106e+01	(4.32737197367315e+00dB,-1.59762419675693e-01°)
9.88553094656834e+01	(4.32737189861193e+00dB,-1.60112273421915e-01°)
9.90831944892662e+01	(4.32737182320884e+00dB,-1.60462976071026e-01°)
9.93116048420828e+01	(4.32737174746226e+00dB,-1.60814529482348e-01°)
9.95405417351421e+01	(4.32737167137059e+00dB,-1.61166935519712e-01°)
9.97700063822447e+01	(4.32737159493221e+00dB,-1.61520196051443e-01°)
9.99999999999893e+01	(4.32737151814550e+00dB,-1.61874312950438e-01°)
1.00230523807779e+02	(4.32737144100883e+00dB,-1.62229288094095e-01°)
1.00461579027829e+02	(4.32737136352055e+00dB,-1.62585123364385e-01°)
1.00693166885170e+02	(4.32737128567903e+00dB,-1.62941820647845e-01°)
1.00925288607658e+02	(4.32737120748260e+00dB,-1.63299381835551e-01°)
1.01157945425979e+02	(4.32737112892960e+00dB,-1.63657808823194e-01°)
1.01391138573657e+02	(4.32737105001837e+00dB,-1.64017103511047e-01°)
1.01624869287059e+02	(4.32737097074723e+00dB,-1.64377267803955e-01°)
1.01859138805401e+02	(4.32737089111449e+00dB,-1.64738303611418e-01°)
1.02093948370757e+02	(4.32737081111847e+00dB,-1.65100212847529e-01°)
1.02329299228064e+02	(4.32737073075746e+00dB,-1.65462997431014e-01°)
1.02565192625130e+02	(4.32737065002975e+00dB,-1.65826659285253e-01°)
1.02801629812636e+02	(4.32737056893364e+00dB,-1.66191200338251e-01°)
1.03038612044151e+02	(4.32737048746740e+00dB,-1.66556622522708e-01°)
1.03276140576129e+02	(4.32737040562929e+00dB,-1.66922927775979e-01°)
1.03514216667923e+02	(4.32737032341759e+00dB,-1.67290118040083e-01°)
1.03752841581790e+02	(4.32737024083054e+00dB,-1.67658195261780e-01°)
1.03992016582895e+02	(4.32737015786638e+00dB,-1.68027161392478e-01°)
1.04231742939319e+02	(4.32737007452337e+00dB,-1.68397018388328e-01°)
1.04472021922069e+02	(4.32736999079972e+00dB,-1.68767768210207e-01°)
1.04712854805079e+02	(4.32736990669366e+00dB,-1.69139412823709e-01°)
1.04954242865221e+02	(4.32736982220340e+00dB,-1.69511954199183e-01°)
1.05196187382311e+02	(4.32736973732715e+00dB,-1.69885394311723e-01°)
1.05438689639115e+02	(4.32736965206310e+00dB,-1.70259735141205e-01°)
1.05681750921354e+02	(4.32736956640945e+00dB,-1.70634978672269e-01°)
1.05925372517717e+02	(4.32736948036437e+00dB,-1.71011126894340e-01°)
1.06169555719861e+02	(4.32736939392604e+00dB,-1.71388181801645e-01°)
1.06414301822420e+02	(4.32736930709262e+00dB,-1.71766145393208e-01°)
1.06659612123014e+02	(4.32736921986227e+00dB,-1.72145019672881e-01°)
1.06905487922254e+02	(4.32736913223313e+00dB,-1.72524806649343e-01°)
1.07151930523749e+02	(4.32736904420335e+00dB,-1.72905508336121e-01°)
1.07398941234113e+02	(4.32736895577105e+00dB,-1.73287126751563e-01°)
1.07646521362972e+02	(4.32736886693436e+00dB,-1.73669663918905e-01°)
1.07894672222971e+02	(4.32736877769139e+00dB,-1.74053121866239e-01°)
1.08143395129782e+02	(4.32736868804024e+00dB,-1.74437502626549e-01°)
1.08392691402109e+02	(4.32736859797902e+00dB,-1.74822808237710e-01°)
1.08642562361695e+02	(4.32736850750581e+00dB,-1.75209040742490e-01°)
1.08893009333332e+02	(4.32736841661868e+00dB,-1.75596202188588e-01°)
1.09144033644864e+02	(4.32736832531571e+00dB,-1.75984294628605e-01°)
1.09395636627197e+02	(4.32736823359497e+00dB,-1.76373320120106e-01°)
1.09647819614307e+02	(4.32736814145449e+00dB,-1.76763280725582e-01°)
1.09900583943240e+02	(4.32736804889233e+00dB,-1.77154178512491e-01°)
1.10153930954129e+02	(4.32736795590652e+00dB,-1.77546015553260e-01°)
1.10407861990195e+02	(4.32736786249509e+00dB,-1.77938793925288e-01°)
1.10662378397755e+02	(4.32736776865605e+00dB,-1.78332515710969e-01°)
1.10917481526228e+02	(4.32736767438742e+00dB,-1.78727182997701e-01°)
1.11173172728147e+02	(4.32736757968718e+00dB,-1.79122797877906e-01°)
1.11429453359161e+02	(4.32736748455333e+00dB,-1.79519362448989e-01°)
1.11686324778044e+02	(4.32736738898385e+00dB,-1.79916878813452e-01°)
1.11943788346703e+02	(4.32736729297671e+00dB,-1.80315349078791e-01°)
1.12201845430184e+02	(4.32736719652987e+00dB,-1.80714775357581e-01°)
1.12460497396680e+02	(4.32736709964129e+00dB,-1.81115159767462e-01°)
1.12719745617539e+02	(4.32736700230891e+00dB,-1.81516504431171e-01°)
1.12979591467267e+02	(4.32736690453065e+00dB,-1.81918811476492e-01°)
1.13240036323543e+02	(4.32736680630446e+00dB,-1.82322083036362e-01°)
1.13501081567219e+02	(4.32736670762823e+00dB,-1.82726321248797e-01°)
1.13762728582331e+02	(4.32736660849988e+00dB,-1.83131528256955e-01°)
1.14024978756104e+02	(4.32736650891731e+00dB,-1.83537706209123e-01°)
1.14287833478965e+02	(4.32736640887839e+00dB,-1.83944857258744e-01°)
1.14551294144541e+02	(4.32736630838100e+00dB,-1.84352983564408e-01°)
1.14815362149676e+02	(4.32736620742302e+00dB,-1.84762087289888e-01°)
1.15080038894431e+02	(4.32736610600229e+00dB,-1.85172170604128e-01°)
1.15345325782097e+02	(4.32736600411667e+00dB,-1.85583235681272e-01°)
1.15611224219197e+02	(4.32736590176400e+00dB,-1.85995284700662e-01°)
1.15877735615500e+02	(4.32736579894209e+00dB,-1.86408319846873e-01°)
1.16144861384021e+02	(4.32736569564877e+00dB,-1.86822343309696e-01°)
1.16412602941036e+02	(4.32736559188185e+00dB,-1.87237357284153e-01°)
1.16680961706083e+02	(4.32736548763912e+00dB,-1.87653363970546e-01°)
1.16949939101974e+02	(4.32736538291836e+00dB,-1.88070365574399e-01°)
1.17219536554800e+02	(4.32736527771737e+00dB,-1.88488364306553e-01°)
1.17489755493940e+02	(4.32736517203391e+00dB,-1.88907362383110e-01°)
1.17760597352068e+02	(4.32736506586572e+00dB,-1.89327362025471e-01°)
1.18032063565160e+02	(4.32736495921057e+00dB,-1.89748365460367e-01°)
1.18304155572503e+02	(4.32736485206618e+00dB,-1.90170374919818e-01°)
1.18576874816703e+02	(4.32736474443028e+00dB,-1.90593392641211e-01°)
1.18850222743689e+02	(4.32736463630058e+00dB,-1.91017420867254e-01°)
1.19124200802724e+02	(4.32736452767480e+00dB,-1.91442461846032e-01°)
1.19398810446414e+02	(4.32736441855063e+00dB,-1.91868517830978e-01°)
1.19674053130711e+02	(4.32736430892574e+00dB,-1.92295591080932e-01°)
1.19949930314925e+02	(4.32736419879782e+00dB,-1.92723683860106e-01°)
1.20226443461728e+02	(4.32736408816453e+00dB,-1.93152798438117e-01°)
1.20503594037166e+02	(4.32736397702352e+00dB,-1.93582937090020e-01°)
1.20781383510665e+02	(4.32736386537242e+00dB,-1.94014102096274e-01°)
1.21059813355035e+02	(4.32736375320888e+00dB,-1.94446295742796e-01°)
1.21338885046484e+02	(4.32736364053051e+00dB,-1.94879520320962e-01°)
1.21618600064623e+02	(4.32736352733492e+00dB,-1.95313778127596e-01°)
1.21898959892473e+02	(4.32736341361970e+00dB,-1.95749071465000e-01°)
1.22179966016474e+02	(4.32736329938245e+00dB,-1.96185402640983e-01°)
1.22461619926491e+02	(4.32736318462074e+00dB,-1.96622773968843e-01°)
1.22743923115827e+02	(4.32736306933214e+00dB,-1.97061187767404e-01°)
1.23026877081224e+02	(4.32736295351419e+00dB,-1.97500646361004e-01°)
1.23310483322877e+02	(4.32736283716444e+00dB,-1.97941152079527e-01°)
1.23594743344437e+02	(4.32736272028043e+00dB,-1.98382707258406e-01°)
1.23879658653023e+02	(4.32736260285967e+00dB,-1.98825314238639e-01°)
1.24165230759227e+02	(4.32736248489966e+00dB,-1.99268975366800e-01°)
1.24451461177125e+02	(4.32736236639792e+00dB,-1.99713692995056e-01°)
1.24738351424280e+02	(4.32736224735191e+00dB,-2.00159469481167e-01°)
1.25025903021758e+02	(4.32736212775913e+00dB,-2.00606307188516e-01°)
1.25314117494128e+02	(4.32736200761702e+00dB,-2.01054208486103e-01°)
1.25602996369473e+02	(4.32736188692304e+00dB,-2.01503175748575e-01°)
1.25892541179403e+02	(4.32736176567463e+00dB,-2.01953211356222e-01°)
1.26182753459053e+02	(4.32736164386921e+00dB,-2.02404317695010e-01°)
1.26473634747101e+02	(4.32736152150420e+00dB,-2.02856497156571e-01°)
1.26765186585770e+02	(4.32736139857701e+00dB,-2.03309752138228e-01°)
1.27057410520840e+02	(4.32736127508503e+00dB,-2.03764085043006e-01°)
1.27350308101652e+02	(4.32736115102563e+00dB,-2.04219498279651e-01°)
1.27643880881120e+02	(4.32736102639619e+00dB,-2.04675994262629e-01°)
1.27938130415738e+02	(4.32736090119405e+00dB,-2.05133575412158e-01°)
1.28233058265588e+02	(4.32736077541657e+00dB,-2.05592244154188e-01°)
1.28528665994347e+02	(4.32736064906107e+00dB,-2.06052002920452e-01°)
1.28824955169299e+02	(4.32736052212488e+00dB,-2.06512854148461e-01°)
1.29121927361339e+02	(4.32736039460529e+00dB,-2.06974800281511e-01°)
1.29419584144984e+02	(4.32736026649962e+00dB,-2.07437843768713e-01°)
1.29717927098381e+02	(4.32736013780513e+00dB,-2.07901987064975e-01°)
1.30016957803314e+02	(4.32736000851909e+00dB,-2.08367232631062e-01°)
1.30316677845215e+02	(4.32735987863876e+00dB,-2.08833582933572e-01°)
1.30617088813169e+02	(4.32735974816140e+00dB,-2.09301040444942e-01°)
1.30918192299926e+02	(4.32735961708422e+00dB,-2.09769607643514e-01°)
1.31219989901905e+02	(4.32735948540445e+00dB,-2.10239287013490e-01°)
1.31522483219209e+02	(4.32735935311930e+00dB,-2.10710081044966e-01°)
1.31825673855626e+02	(4.32735922022595e+00dB,-2.11181992233958e-01°)
1.32129563418643e+02	(4.32735908672160e+00dB,-2.11655023082405e-01°)
1.32434153519451e+02	(4.32735895260340e+00dB,-2.12129176098170e-01°)
1.32739445772959e+02	(4.32735881786851e+00dB,-2.12604453795085e-01°)
1.33045441797794e+02	(4.32735868251407e+00dB,-2.13080858692920e-01°)
1.33352143216317e+02	(4.32735854653721e+00dB,-2.13558393317444e-01°)
1.33659551654629e+02	(4.32735840993505e+00dB,-2.14037060200402e-01°)
1.33967668742578e+02	(4.32735827270468e+00dB,-2.14516861879538e-01°)
1.34276496113771e+02	(4.32735813484320e+00dB,-2.14997800898636e-01°)
1.34586035405580e+02	(4.32735799634769e+00dB,-2.15479879807483e-01°)
1.34896288259150e+02	(4.32735785721520e+00dB,-2.15963101161916e-01°)
1.35207256319412e+02	(4.32735771744278e+00dB,-2.16447467523834e-01°)
1.35518941235088e+02	(4.32735757702746e+00dB,-2.16932981461211e-01°)
1.35831344658700e+02	(4.32735743596628e+00dB,-2.17419645548091e-01°)
1.36144468246579e+02	(4.32735729425622e+00dB,-2.17907462364630e-01°)
1.36458313658877e+02	(4.32735715189430e+00dB,-2.18396434497079e-01°)
1.36772882559569e+02	(4.32735700887748e+00dB,-2.18886564537827e-01°)
1.37088176616470e+02	(4.32735686520275e+00dB,-2.19377855085400e-01°)
1.37404197501236e+02	(4.32735672086704e+00dB,-2.19870308744471e-01°)
1.37720946889379e+02	(4.32735657586729e+00dB,-2.20363928125885e-01°)
1.38038426460273e+02	(4.32735643020043e+00dB,-2.20858715846671e-01°)
1.38356637897162e+02	(4.32735628386337e+00dB,-2.21354674530033e-01°)
1.38675582887173e+02	(4.32735613685300e+00dB,-2.21851806805407e-01°)
1.38995263121319e+02	(4.32735598916621e+00dB,-2.22350115308429e-01°)
1.39315680294514e+02	(4.32735584079987e+00dB,-2.22849602680992e-01°)
1.39636836105578e+02	(4.32735569175081e+00dB,-2.23350271571225e-01°)
1.39958732257246e+02	(4.32735554201589e+00dB,-2.23852124633517e-01°)
1.40281370456180e+02	(4.32735539159193e+00dB,-2.24355164528553e-01°)
1.40604752412975e+02	(4.32735524047574e+00dB,-2.24859393923293e-01°)
1.40928879842171e+02	(4.32735508866410e+00dB,-2.25364815491010e-01°)
1.41253754462259e+02	(4.32735493615381e+00dB,-2.25871431911294e-01°)
1.41579377995692e+02	(4.32735478294162e+00dB,-2.26379245870077e-01°)
1.41905752168893e+02	(4.32735462902428e+00dB,-2.26888260059635e-01°)
1.42232878712266e+02	(4.32735447439854e+00dB,-2.27398477178599e-01°)
1.42560759360202e+02	(4.32735431906110e+00dB,-2.27909899931995e-01°)
1.42889395851094e+02	(4.32735416300868e+00dB,-2.28422531031229e-01°)
1.43218789927338e+02	(4.32735400623797e+00dB,-2.28936373194105e-01°)
1.43548943335349e+02	(4.32735384874563e+00dB,-2.29451429144869e-01°)
1.43879857825568e+02	(4.32735369052833e+00dB,-2.29967701614188e-01°)
1.44211535152470e+02	(4.32735353158271e+00dB,-2.30485193339177e-01°)
1.44543977074576e+02	(4.32735337190540e+00dB,-2.31003907063420e-01°)
1.44877185354459e+02	(4.32735321149302e+00dB,-2.31523845536980e-01°)
1.45211161758757e+02	(4.32735305034215e+00dB,-2.32045011516411e-01°)
1.45545908058180e+02	(4.32735288844939e+00dB,-2.32567407764774e-01°)
1.45881426027518e+02	(4.32735272581130e+00dB,-2.33091037051643e-01°)
1.46217717445655e+02	(4.32735256242442e+00dB,-2.33615902153159e-01°)
1.46554784095574e+02	(4.32735239828530e+00dB,-2.34142005851975e-01°)
1.46892627764370e+02	(4.32735223339044e+00dB,-2.34669350937337e-01°)
1.47231250243255e+02	(4.32735206773636e+00dB,-2.35197940205067e-01°)
1.47570653327572e+02	(4.32735190131954e+00dB,-2.35727776457583e-01°)
1.47910838816804e+02	(4.32735173413645e+00dB,-2.36258862503902e-01°)
1.48251808514578e+02	(4.32735156618354e+00dB,-2.36791201159689e-01°)
1.48593564228683e+02	(4.32735139745725e+00dB,-2.37324795247226e-01°)
1.48936107771074e+02	(4.32735122795401e+00dB,-2.37859647595467e-01°)
1.49279440957882e+02	(4.32735105767020e+00dB,-2.38395761040033e-01°)
1.49623565609426e+02	(4.32735088660224e+00dB,-2.38933138423221e-01°)
1.49968483550220e+02	(4.32735071474648e+00dB,-2.39471782594047e-01°)
