Freq.	I(ROUT_OPTO)/I(RIN_OPTO)
5.82103217770817e+01	(6.26727280777811e+00dB,-9.32297052623862e-02°)
5.83445104273690e+01	(6.26727278163465e+00dB,-9.34392534904462e-02°)
5.84790084144426e+01	(6.26727275537222e+00dB,-9.36492971217983e-02°)
5.86138164513973e+01	(6.26727272899027e+00dB,-9.38598372700859e-02°)
5.87489352529721e+01	(6.26727270248824e+00dB,-9.40708750515522e-02°)
5.88843655355533e+01	(6.26727267586557e+00dB,-9.42824115851268e-02°)
5.90201080171789e+01	(6.26727264912169e+00dB,-9.44944479923456e-02°)
5.91561634175418e+01	(6.26727262225604e+00dB,-9.47069853973957e-02°)
5.92925324579944e+01	(6.26727259526805e+00dB,-9.49200249271439e-02°)
5.94292158615516e+01	(6.26727256815715e+00dB,-9.51335677111027e-02°)
5.95662143528954e+01	(6.26727254092277e+00dB,-9.53476148814600e-02°)
5.97035286583780e+01	(6.26727251356432e+00dB,-9.55621675730694e-02°)
5.98411595060263e+01	(6.26727248608123e+00dB,-9.57772269234659e-02°)
5.99791076255452e+01	(6.26727245847292e+00dB,-9.59927940728741e-02°)
6.01173737483221e+01	(6.26727243073879e+00dB,-9.62088701642165e-02°)
6.02559586074301e+01	(6.26727240287827e+00dB,-9.64254563431019e-02°)
6.03948629376322e+01	(6.26727237489077e+00dB,-9.66425537578642e-02°)
6.05340874753856e+01	(6.26727234677569e+00dB,-9.68601635595093e-02°)
6.06736329588448e+01	(6.26727231853243e+00dB,-9.70782869018018e-02°)
6.08135001278660e+01	(6.26727229016041e+00dB,-9.72969249412088e-02°)
6.09536897240111e+01	(6.26727226165901e+00dB,-9.75160788369168e-02°)
6.10942024905514e+01	(6.26727223302764e+00dB,-9.77357497508706e-02°)
6.12350391724715e+01	(6.26727220426568e+00dB,-9.79559388477339e-02°)
6.13762005164736e+01	(6.26727217537253e+00dB,-9.81766472949349e-02°)
6.15176872709809e+01	(6.26727214634758e+00dB,-9.83978762626465e-02°)
6.16595001861423e+01	(6.26727211719021e+00dB,-9.86196269238116e-02°)
6.18016400138357e+01	(6.26727208789980e+00dB,-9.88419004541091e-02°)
6.19441075076722e+01	(6.26727205847574e+00dB,-9.90646980320271e-02°)
6.20869034230004e+01	(6.26727202891739e+00dB,-9.92880208388103e-02°)
6.22300285169100e+01	(6.26727199922415e+00dB,-9.95118700584910e-02°)
6.23734835482360e+01	(6.26727196939537e+00dB,-9.97362468779069e-02°)
6.25172692775626e+01	(6.26727193943042e+00dB,-9.99611524866731e-02°)
6.26613864672275e+01	(6.26727190932867e+00dB,-1.00186588077219e-01°)
6.28058358813258e+01	(6.26727187908948e+00dB,-1.00412554844782e-01°)
6.29506182857137e+01	(6.26727184871221e+00dB,-1.00639053987403e-01°)
6.30957344480133e+01	(6.26727181819622e+00dB,-1.00866086705967e-01°)
6.32411851376159e+01	(6.26727178754087e+00dB,-1.01093654204188e-01°)
6.33869711256866e+01	(6.26727175674549e+00dB,-1.01321757688592e-01°)
6.35330931851683e+01	(6.26727172580944e+00dB,-1.01550398368562e-01°)
6.36795520907854e+01	(6.26727169473207e+00dB,-1.01779577456328e-01°)
6.38263486190487e+01	(6.26727166351271e+00dB,-1.02009296166976e-01°)
6.39734835482586e+01	(6.26727163215071e+00dB,-1.02239555718440e-01°)
6.41209576585100e+01	(6.26727160064540e+00dB,-1.02470357331563e-01°)
6.42687717316958e+01	(6.26727156899611e+00dB,-1.02701702229992e-01°)
6.44169265515115e+01	(6.26727153720217e+00dB,-1.02933591640313e-01°)
6.45654229034593e+01	(6.26727150526291e+00dB,-1.03166026791972e-01°)
6.47142615748521e+01	(6.26727147317765e+00dB,-1.03399008917325e-01°)
6.48634433548176e+01	(6.26727144094571e+00dB,-1.03632539251608e-01°)
6.50129690343028e+01	(6.26727140856642e+00dB,-1.03866619032986e-01°)
6.51628394060780e+01	(6.26727137603907e+00dB,-1.04101249502514e-01°)
6.53130552647409e+01	(6.26727134336299e+00dB,-1.04336431904183e-01°)
6.54636174067212e+01	(6.26727131053748e+00dB,-1.04572167484903e-01°)
6.56145266302842e+01	(6.26727127756185e+00dB,-1.04808457494517e-01°)
6.57657837355357e+01	(6.26727124443539e+00dB,-1.05045303185818e-01°)
6.59173895244257e+01	(6.26727121115742e+00dB,-1.05282705814518e-01°)
6.60693448007532e+01	(6.26727117772721e+00dB,-1.05520666639318e-01°)
6.62216503701698e+01	(6.26727114414406e+00dB,-1.05759186921855e-01°)
6.63743070401844e+01	(6.26727111040727e+00dB,-1.05998267926728e-01°)
6.65273156201677e+01	(6.26727107651611e+00dB,-1.06237910921523e-01°)
6.66806769213557e+01	(6.26727104246986e+00dB,-1.06478117176812e-01°)
6.68343917568550e+01	(6.26727100826782e+00dB,-1.06718887966124e-01°)
6.69884609416461e+01	(6.26727097390925e+00dB,-1.06960224566009e-01°)
6.71428852925887e+01	(6.26727093939342e+00dB,-1.07202128256008e-01°)
6.72976656284252e+01	(6.26727090471960e+00dB,-1.07444600318661e-01°)
6.74528027697856e+01	(6.26727086988706e+00dB,-1.07687642039533e-01°)
6.76082975391916e+01	(6.26727083489506e+00dB,-1.07931254707205e-01°)
6.77641507610609e+01	(6.26727079974286e+00dB,-1.08175439613278e-01°)
6.79203632617118e+01	(6.26727076442971e+00dB,-1.08420198052402e-01°)
6.80769358693675e+01	(6.26727072895486e+00dB,-1.08665531322239e-01°)
6.82338694141603e+01	(6.26727069331757e+00dB,-1.08911440723534e-01°)
6.83911647281362e+01	(6.26727065751707e+00dB,-1.09157927560067e-01°)
6.85488226452594e+01	(6.26727062155262e+00dB,-1.09404993138684e-01°)
6.87068440014165e+01	(6.26727058542344e+00dB,-1.09652638769304e-01°)
6.88652296344209e+01	(6.26727054912877e+00dB,-1.09900865764904e-01°)
6.90239803840174e+01	(6.26727051266785e+00dB,-1.10149675441558e-01°)
6.91830970918869e+01	(6.26727047603989e+00dB,-1.10399069118425e-01°)
6.93425806016501e+01	(6.26727043924413e+00dB,-1.10649048117771e-01°)
6.95024317588728e+01	(6.26727040227979e+00dB,-1.10899613764946e-01°)
6.96626514110700e+01	(6.26727036514607e+00dB,-1.11150767388421e-01°)
6.98232404077103e+01	(6.26727032784219e+00dB,-1.11402510319776e-01°)
6.99841996002205e+01	(6.26727029036737e+00dB,-1.11654843893737e-01°)
7.01455298419902e+01	(6.26727025272080e+00dB,-1.11907769448131e-01°)
7.03072319883764e+01	(6.26727021490170e+00dB,-1.12161288323963e-01°)
7.04693068967077e+01	(6.26727017690925e+00dB,-1.12415401865338e-01°)
7.06317554262892e+01	(6.26727013874266e+00dB,-1.12670111419538e-01°)
7.07945784384068e+01	(6.26727010040112e+00dB,-1.12925418337017e-01°)
7.09577767963319e+01	(6.26727006188380e+00dB,-1.13181323971356e-01°)
7.11213513653259e+01	(6.26727002318991e+00dB,-1.13437829679366e-01°)
7.12853030126449e+01	(6.26726998431860e+00dB,-1.13694936820991e-01°)
7.14496326075443e+01	(6.26726994526907e+00dB,-1.13952646759386e-01°)
7.16143410212831e+01	(6.26726990604049e+00dB,-1.14210960860900e-01°)
7.17794291271291e+01	(6.26726986663202e+00dB,-1.14469880495081e-01°)
7.19448978003628e+01	(6.26726982704282e+00dB,-1.14729407034687e-01°)
7.21107479182828e+01	(6.26726978727206e+00dB,-1.14989541855692e-01°)
7.22769803602099e+01	(6.26726974731890e+00dB,-1.15250286337311e-01°)
7.24435960074918e+01	(6.26726970718249e+00dB,-1.15511641861969e-01°)
7.26105957435083e+01	(6.26726966686197e+00dB,-1.15773609815350e-01°)
7.27779804536752e+01	(6.26726962635650e+00dB,-1.16036191586373e-01°)
7.29457510254496e+01	(6.26726958566522e+00dB,-1.16299388567205e-01°)
7.31139083483345e+01	(6.26726954478725e+00dB,-1.16563202153288e-01°)
7.32824533138831e+01	(6.26726950372174e+00dB,-1.16827633743333e-01°)
7.34513868157042e+01	(6.26726946246782e+00dB,-1.17092684739324e-01°)
7.36207097494663e+01	(6.26726942102461e+00dB,-1.17358356546525e-01°)
7.37904230129027e+01	(6.26726937939123e+00dB,-1.17624650573487e-01°)
7.39605275058164e+01	(6.26726933756680e+00dB,-1.17891568232079e-01°)
7.41310241300844e+01	(6.26726929555044e+00dB,-1.18159110937457e-01°)
7.43019137896627e+01	(6.26726925334125e+00dB,-1.18427280108108e-01°)
7.44731973905915e+01	(6.26726921093834e+00dB,-1.18696077165826e-01°)
7.46448758409992e+01	(6.26726916834080e+00dB,-1.18965503535730e-01°)
7.48169500511080e+01	(6.26726912554774e+00dB,-1.19235560646293e-01°)
7.49894209332381e+01	(6.26726908255825e+00dB,-1.19506249929329e-01°)
7.51622894018130e+01	(6.26726903937142e+00dB,-1.19777572819981e-01°)
7.53355563733642e+01	(6.26726899598633e+00dB,-1.20049530756788e-01°)
7.55092227665358e+01	(6.26726895240207e+00dB,-1.20322125181609e-01°)
7.56832895020898e+01	(6.26726890861771e+00dB,-1.20595357539737e-01°)
7.58577575029108e+01	(6.26726886463231e+00dB,-1.20869229279791e-01°)
7.60326276940106e+01	(6.26726882044495e+00dB,-1.21143741853811e-01°)
7.62079010025335e+01	(6.26726877605470e+00dB,-1.21418896717227e-01°)
7.63835783577614e+01	(6.26726873146060e+00dB,-1.21694695328870e-01°)
7.65596606911179e+01	(6.26726868666172e+00dB,-1.21971139150991e-01°)
7.67361489361742e+01	(6.26726864165711e+00dB,-1.22248229649266e-01°)
7.69130440286532e+01	(6.26726859644581e+00dB,-1.22525968292782e-01°)
7.70903469064352e+01	(6.26726855102686e+00dB,-1.22804356554073e-01°)
7.72680585095625e+01	(6.26726850539931e+00dB,-1.23083395909122e-01°)
7.74461797802441e+01	(6.26726845956217e+00dB,-1.23363087837352e-01°)
7.76247116628613e+01	(6.26726841351449e+00dB,-1.23643433821660e-01°)
7.78036551039725e+01	(6.26726836725528e+00dB,-1.23924435348401e-01°)
7.79830110523180e+01	(6.26726832078357e+00dB,-1.24206093907400e-01°)
7.81627804588251e+01	(6.26726827409837e+00dB,-1.24488410991981e-01°)
7.83429642766133e+01	(6.26726822719869e+00dB,-1.24771388098950e-01°)
7.85235634609992e+01	(6.26726818008353e+00dB,-1.25055026728614e-01°)
7.87045789695019e+01	(6.26726813275190e+00dB,-1.25339328384776e-01°)
7.88860117618475e+01	(6.26726808520279e+00dB,-1.25624294574775e-01°)
7.90678627999745e+01	(6.26726803743520e+00dB,-1.25909926809465e-01°)
7.92501330480391e+01	(6.26726798944811e+00dB,-1.26196226603225e-01°)
7.94328234724201e+01	(6.26726794124050e+00dB,-1.26483195473980e-01°)
7.96159350417238e+01	(6.26726789281136e+00dB,-1.26770834943192e-01°)
7.97994687267896e+01	(6.26726784415966e+00dB,-1.27059146535892e-01°)
7.99834255006947e+01	(6.26726779528436e+00dB,-1.27348131780665e-01°)
8.01678063387598e+01	(6.26726774618443e+00dB,-1.27637792209679e-01°)
8.03526122185536e+01	(6.26726769685882e+00dB,-1.27928129358668e-01°)
8.05378441198985e+01	(6.26726764730650e+00dB,-1.28219144766953e-01°)
8.07235030248756e+01	(6.26726759752641e+00dB,-1.28510839977459e-01°)
8.09095899178300e+01	(6.26726754751750e+00dB,-1.28803216536727e-01°)
8.10961057853758e+01	(6.26726749727870e+00dB,-1.29096275994885e-01°)
8.12830516164016e+01	(6.26726744680895e+00dB,-1.29390019905692e-01°)
8.14704284020757e+01	(6.26726739610719e+00dB,-1.29684449826545e-01°)
8.16582371358509e+01	(6.26726734517233e+00dB,-1.29979567318462e-01°)
8.18464788134706e+01	(6.26726729400330e+00dB,-1.30275373946108e-01°)
8.20351544329734e+01	(6.26726724259901e+00dB,-1.30571871277833e-01°)
8.22242649946987e+01	(6.26726719095837e+00dB,-1.30869060885595e-01°)
8.24138115012918e+01	(6.26726713908028e+00dB,-1.31166944345071e-01°)
8.26037949577094e+01	(6.26726708696365e+00dB,-1.31465523235582e-01°)
8.27942163712249e+01	(6.26726703460738e+00dB,-1.31764799140166e-01°)
8.29850767514338e+01	(6.26726698201034e+00dB,-1.32064773645525e-01°)
8.31763771102586e+01	(6.26726692917144e+00dB,-1.32365448342098e-01°)
8.33681184619549e+01	(6.26726687608954e+00dB,-1.32666824823997e-01°)
8.35603018231162e+01	(6.26726682276352e+00dB,-1.32968904689095e-01°)
8.37529282126797e+01	(6.26726676919224e+00dB,-1.33271689538965e-01°)
8.39459986519311e+01	(6.26726671537459e+00dB,-1.33575180978937e-01°)
8.41395141645109e+01	(6.26726666130940e+00dB,-1.33879380618070e-01°)
8.43334757764189e+01	(6.26726660699555e+00dB,-1.34184290069189e-01°)
8.45278845160203e+01	(6.26726655243187e+00dB,-1.34489910948881e-01°)
8.47227414140509e+01	(6.26726649761721e+00dB,-1.34796244877509e-01°)
8.49180475036226e+01	(6.26726644255040e+00dB,-1.35103293479198e-01°)
8.51138038202289e+01	(6.26726638723028e+00dB,-1.35411058381881e-01°)
8.53100114017501e+01	(6.26726633165568e+00dB,-1.35719541217276e-01°)
8.55066712884595e+01	(6.26726627582542e+00dB,-1.36028743620921e-01°)
8.57037845230281e+01	(6.26726621973831e+00dB,-1.36338667232159e-01°)
8.59013521505307e+01	(6.26726616339316e+00dB,-1.36649313694166e-01°)
8.60993752184512e+01	(6.26726610678879e+00dB,-1.36960684653926e-01°)
8.62978547766881e+01	(6.26726604992398e+00dB,-1.37272781762292e-01°)
8.64967918775604e+01	(6.26726599279754e+00dB,-1.37585606673956e-01°)
8.66961875758127e+01	(6.26726593540825e+00dB,-1.37899161047468e-01°)
8.68960429286212e+01	(6.26726587775490e+00dB,-1.38213446545245e-01°)
8.70963589955990e+01	(6.26726581983626e+00dB,-1.38528464833581e-01°)
8.72971368388021e+01	(6.26726576165110e+00dB,-1.38844217582656e-01°)
8.74983775227345e+01	(6.26726570319820e+00dB,-1.39160706466543e-01°)
8.77000821143544e+01	(6.26726564447631e+00dB,-1.39477933163218e-01°)
8.79022516830793e+01	(6.26726558548419e+00dB,-1.39795899354566e-01°)
8.81048873007923e+01	(6.26726552622058e+00dB,-1.40114606726400e-01°)
8.83079900418471e+01	(6.26726546668424e+00dB,-1.40434056968456e-01°)
8.85115609830743e+01	(6.26726540687388e+00dB,-1.40754251774406e-01°)
8.87156012037869e+01	(6.26726534678826e+00dB,-1.41075192841878e-01°)
8.89201117857856e+01	(6.26726528642610e+00dB,-1.41396881872453e-01°)
8.91250938133653e+01	(6.26726522578611e+00dB,-1.41719320571671e-01°)
8.93305483733202e+01	(6.26726516486701e+00dB,-1.42042510649055e-01°)
8.95364765549501e+01	(6.26726510366751e+00dB,-1.42366453818110e-01°)
8.97428794500655e+01	(6.26726504218631e+00dB,-1.42691151796330e-01°)
8.99497581529941e+01	(6.26726498042211e+00dB,-1.43016606305211e-01°)
9.01571137605863e+01	(6.26726491837359e+00dB,-1.43342819070270e-01°)
9.03649473722207e+01	(6.26726485603944e+00dB,-1.43669791821022e-01°)
9.05732600898105e+01	(6.26726479341834e+00dB,-1.43997526291038e-01°)
9.07820530178091e+01	(6.26726473050897e+00dB,-1.44326024217913e-01°)
9.09913272632157e+01	(6.26726466730998e+00dB,-1.44655287343288e-01°)
9.12010839355814e+01	(6.26726460382004e+00dB,-1.44985317412852e-01°)
9.14113241470155e+01	(6.26726454003780e+00dB,-1.45316116176392e-01°)
9.16220490121904e+01	(6.26726447596191e+00dB,-1.45647685387739e-01°)
9.18332596483485e+01	(6.26726441159101e+00dB,-1.45980026804825e-01°)
9.20449571753075e+01	(6.26726434692374e+00dB,-1.46313142189667e-01°)
9.22571427154666e+01	(6.26726428195872e+00dB,-1.46647033308396e-01°)
9.24698173938126e+01	(6.26726421669457e+00dB,-1.46981701931238e-01°)
9.26829823379252e+01	(6.26726415112992e+00dB,-1.47317149832556e-01°)
9.28966386779839e+01	(6.26726408526337e+00dB,-1.47653378790846e-01°)
9.31107875467733e+01	(6.26726401909353e+00dB,-1.47990390588736e-01°)
9.33254300796893e+01	(6.26726395261900e+00dB,-1.48328187013004e-01°)
9.35405674147454e+01	(6.26726388583835e+00dB,-1.48666769854599e-01°)
9.37562006925782e+01	(6.26726381875018e+00dB,-1.49006140908627e-01°)
9.39723310564539e+01	(6.26726375135306e+00dB,-1.49346301974376e-01°)
9.41889596522742e+01	(6.26726368364558e+00dB,-1.49687254855336e-01°)
9.44060876285824e+01	(6.26726361562628e+00dB,-1.50029001359165e-01°)
9.46237161365693e+01	(6.26726354729373e+00dB,-1.50371543297759e-01°)
9.48418463300797e+01	(6.26726347864647e+00dB,-1.50714882487213e-01°)
9.50604793656181e+01	(6.26726340968306e+00dB,-1.51059020747856e-01°)
9.52796164023551e+01	(6.26726334040204e+00dB,-1.51403959904262e-01°)
9.54992586021335e+01	(6.26726327080191e+00dB,-1.51749701785220e-01°)
9.57194071294743e+01	(6.26726320088123e+00dB,-1.52096248223811e-01°)
9.59400631515832e+01	(6.26726313063850e+00dB,-1.52443601057370e-01°)
9.61612278383563e+01	(6.26726306007223e+00dB,-1.52791762127486e-01°)
9.63829023623868e+01	(6.26726298918093e+00dB,-1.53140733280065e-01°)
9.66050878989711e+01	(6.26726291796310e+00dB,-1.53490516365282e-01°)
9.68277856261146e+01	(6.26726284641722e+00dB,-1.53841113237650e-01°)
9.70509967245387e+01	(6.26726277454177e+00dB,-1.54192525755941e-01°)
9.72747223776862e+01	(6.26726270233524e+00dB,-1.54544755783320e-01°)
9.74989637717283e+01	(6.26726262979608e+00dB,-1.54897805187221e-01°)
9.77237220955707e+01	(6.26726255692277e+00dB,-1.55251675839461e-01°)
9.79489985408595e+01	(6.26726248371376e+00dB,-1.55606369616215e-01°)
9.81747943019880e+01	(6.26726241016749e+00dB,-1.55961888397993e-01°)
9.84011105761029e+01	(6.26726233628241e+00dB,-1.56318234069694e-01°)
9.86279485631106e+01	(6.26726226205695e+00dB,-1.56675408520615e-01°)
9.88553094656834e+01	(6.26726218748953e+00dB,-1.57033413644422e-01°)
9.90831944892662e+01	(6.26726211257858e+00dB,-1.57392251339193e-01°)
9.93116048420828e+01	(6.26726203732250e+00dB,-1.57751923507438e-01°)
9.95405417351421e+01	(6.26726196171970e+00dB,-1.58112432056065e-01°)
9.97700063822447e+01	(6.26726188576858e+00dB,-1.58473778896431e-01°)
9.99999999999893e+01	(6.26726180946752e+00dB,-1.58835965944331e-01°)
1.00230523807779e+02	(6.26726173281491e+00dB,-1.59198995120016e-01°)
1.00461579027829e+02	(6.26726165580913e+00dB,-1.59562868348206e-01°)
1.00693166885170e+02	(6.26726157844853e+00dB,-1.59927587558097e-01°)
1.00925288607658e+02	(6.26726150073148e+00dB,-1.60293154683360e-01°)
1.01157945425979e+02	(6.26726142265633e+00dB,-1.60659571662168e-01°)
1.01391138573657e+02	(6.26726134422142e+00dB,-1.61026840437193e-01°)
1.01624869287059e+02	(6.26726126542510e+00dB,-1.61394962955645e-01°)
1.01859138805401e+02	(6.26726118626569e+00dB,-1.61763941169235e-01°)
1.02093948370757e+02	(6.26726110674151e+00dB,-1.62133777034214e-01°)
1.02329299228064e+02	(6.26726102685088e+00dB,-1.62504472511390e-01°)
1.02565192625130e+02	(6.26726094659210e+00dB,-1.62876029566119e-01°)
1.02801629812636e+02	(6.26726086596347e+00dB,-1.63248450168343e-01°)
1.03038612044151e+02	(6.26726078496328e+00dB,-1.63621736292557e-01°)
1.03276140576129e+02	(6.26726070358981e+00dB,-1.63995889917857e-01°)
1.03514216667923e+02	(6.26726062184134e+00dB,-1.64370913027949e-01°)
1.03752841581790e+02	(6.26726053971613e+00dB,-1.64746807611120e-01°)
1.03992016582895e+02	(6.26726045721245e+00dB,-1.65123575660309e-01°)
1.04231742939319e+02	(6.26726037432853e+00dB,-1.65501219173060e-01°)
1.04472021922069e+02	(6.26726029106263e+00dB,-1.65879740151576e-01°)
1.04712854805079e+02	(6.26726020741298e+00dB,-1.66259140602711e-01°)
1.04954242865221e+02	(6.26726012337781e+00dB,-1.66639422537958e-01°)
1.05196187382311e+02	(6.26726003895533e+00dB,-1.67020587973525e-01°)
1.05438689639115e+02	(6.26725995414375e+00dB,-1.67402638930271e-01°)
1.05681750921354e+02	(6.26725986894127e+00dB,-1.67785577433746e-01°)
1.05925372517717e+02	(6.26725978334609e+00dB,-1.68169405514242e-01°)
1.06169555719861e+02	(6.26725969735640e+00dB,-1.68554125206724e-01°)
1.06414301822420e+02	(6.26725961097036e+00dB,-1.68939738550919e-01°)
1.06659612123014e+02	(6.26725952418615e+00dB,-1.69326247591267e-01°)
1.06905487922254e+02	(6.26725943700193e+00dB,-1.69713654376964e-01°)
1.07151930523749e+02	(6.26725934941584e+00dB,-1.70101960961975e-01°)
1.07398941234113e+02	(6.26725926142603e+00dB,-1.70491169405034e-01°)
1.07646521362972e+02	(6.26725917303065e+00dB,-1.70881281769635e-01°)
1.07894672222971e+02	(6.26725908422779e+00dB,-1.71272300124093e-01°)
1.08143395129782e+02	(6.26725899501560e+00dB,-1.71664226541497e-01°)
1.08392691402109e+02	(6.26725890539217e+00dB,-1.72057063099790e-01°)
1.08642562361695e+02	(6.26725881535561e+00dB,-1.72450811881697e-01°)
1.08893009333332e+02	(6.26725872490399e+00dB,-1.72845474974800e-01°)
1.09144033644864e+02	(6.26725863403542e+00dB,-1.73241054471536e-01°)
1.09395636627197e+02	(6.26725854274796e+00dB,-1.73637552469181e-01°)
1.09647819614307e+02	(6.26725845103967e+00dB,-1.74034971069901e-01°)
1.09900583943240e+02	(6.26725835890861e+00dB,-1.74433312380720e-01°)
1.10153930954129e+02	(6.26725826635282e+00dB,-1.74832578513583e-01°)
1.10407861990195e+02	(6.26725817337035e+00dB,-1.75232771585312e-01°)
1.10662378397755e+02	(6.26725807995922e+00dB,-1.75633893717649e-01°)
1.10917481526228e+02	(6.26725798611745e+00dB,-1.76035947037277e-01°)
1.11173172728147e+02	(6.26725789184305e+00dB,-1.76438933675788e-01°)
1.11429453359161e+02	(6.26725779713402e+00dB,-1.76842855769746e-01°)
1.11686324778044e+02	(6.26725770198835e+00dB,-1.77247715460666e-01°)
1.11943788346703e+02	(6.26725760640403e+00dB,-1.77653514895038e-01°)
1.12201845430184e+02	(6.26725751037902e+00dB,-1.78060256224319e-01°)
1.12460497396680e+02	(6.26725741391130e+00dB,-1.78467941604984e-01°)
1.12719745617539e+02	(6.26725731699881e+00dB,-1.78876573198489e-01°)
1.12979591467267e+02	(6.26725721963950e+00dB,-1.79286153171325e-01°)
1.13240036323543e+02	(6.26725712183131e+00dB,-1.79696683694997e-01°)
1.13501081567219e+02	(6.26725702357216e+00dB,-1.80108166946063e-01°)
1.13762728582331e+02	(6.26725692485997e+00dB,-1.80520605106113e-01°)
1.14024978756104e+02	(6.26725682569264e+00dB,-1.80934000361824e-01°)
1.14287833478965e+02	(6.26725672606808e+00dB,-1.81348354904920e-01°)
1.14551294144541e+02	(6.26725662598416e+00dB,-1.81763670932240e-01°)
1.14815362149676e+02	(6.26725652543877e+00dB,-1.82179950645692e-01°)
1.15080038894431e+02	(6.26725642442977e+00dB,-1.82597196252316e-01°)
1.15345325782097e+02	(6.26725632295503e+00dB,-1.83015409964253e-01°)
1.15611224219197e+02	(6.26725622101239e+00dB,-1.83434593998794e-01°)
1.15877735615500e+02	(6.26725611859968e+00dB,-1.83854750578361e-01°)
1.16144861384021e+02	(6.26725601571474e+00dB,-1.84275881930545e-01°)
1.16412602941036e+02	(6.26725591235539e+00dB,-1.84697990288102e-01°)
1.16680961706083e+02	(6.26725580851943e+00dB,-1.85121077888943e-01°)
1.16949939101974e+02	(6.26725570420466e+00dB,-1.85545146976204e-01°)
1.17219536554800e+02	(6.26725559940887e+00dB,-1.85970199798212e-01°)
1.17489755493940e+02	(6.26725549412983e+00dB,-1.86396238608501e-01°)
1.17760597352068e+02	(6.26725538836532e+00dB,-1.86823265665846e-01°)
1.18032063565160e+02	(6.26725528211309e+00dB,-1.87251283234257e-01°)
1.18304155572503e+02	(6.26725517537089e+00dB,-1.87680293582982e-01°)
1.18576874816703e+02	(6.26725506813645e+00dB,-1.88110298986556e-01°)
1.18850222743689e+02	(6.26725496040751e+00dB,-1.88541301724766e-01°)
1.19124200802724e+02	(6.26725485218176e+00dB,-1.88973304082705e-01°)
1.19398810446414e+02	(6.26725474345693e+00dB,-1.89406308350758e-01°)
1.19674053130711e+02	(6.26725463423070e+00dB,-1.89840316824618e-01°)
1.19949930314925e+02	(6.26725452450076e+00dB,-1.90275331805299e-01°)
1.20226443461728e+02	(6.26725441426479e+00dB,-1.90711355599170e-01°)
1.20503594037166e+02	(6.26725430352043e+00dB,-1.91148390517930e-01°)
1.20781383510665e+02	(6.26725419226535e+00dB,-1.91586438878637e-01°)
1.21059813355035e+02	(6.26725408049719e+00dB,-1.92025503003741e-01°)
1.21338885046484e+02	(6.26725396821357e+00dB,-1.92465585221052e-01°)
1.21618600064623e+02	(6.26725385541212e+00dB,-1.92906687863804e-01°)
1.21898959892473e+02	(6.26725374209044e+00dB,-1.93348813270620e-01°)
1.22179966016474e+02	(6.26725362824612e+00dB,-1.93791963785546e-01°)
1.22461619926491e+02	(6.26725351387677e+00dB,-1.94236141758075e-01°)
1.22743923115827e+02	(6.26725339897994e+00dB,-1.94681349543148e-01°)
1.23026877081224e+02	(6.26725328355320e+00dB,-1.95127589501150e-01°)
1.23310483322877e+02	(6.26725316759411e+00dB,-1.95574863997950e-01°)
1.23594743344437e+02	(6.26725305110021e+00dB,-1.96023175404898e-01°)
1.23879658653023e+02	(6.26725293406902e+00dB,-1.96472526098835e-01°)
1.24165230759227e+02	(6.26725281649806e+00dB,-1.96922918462135e-01°)
1.24451461177125e+02	(6.26725269838484e+00dB,-1.97374354882661e-01°)
1.24738351424280e+02	(6.26725257972686e+00dB,-1.97826837753833e-01°)
1.25025903021758e+02	(6.26725246052160e+00dB,-1.98280369474619e-01°)
1.25314117494128e+02	(6.26725234076653e+00dB,-1.98734952449535e-01°)
1.25602996369473e+02	(6.26725222045912e+00dB,-1.99190589088679e-01°)
1.25892541179403e+02	(6.26725209959679e+00dB,-1.99647281807733e-01°)
1.26182753459053e+02	(6.26725197817701e+00dB,-2.00105033027985e-01°)
1.26473634747101e+02	(6.26725185619720e+00dB,-2.00563845176324e-01°)
1.26765186585770e+02	(6.26725173365475e+00dB,-2.01023720685262e-01°)
1.27057410520840e+02	(6.26725161054708e+00dB,-2.01484661992956e-01°)
1.27350308101652e+02	(6.26725148687158e+00dB,-2.01946671543218e-01°)
1.27643880881120e+02	(6.26725136262562e+00dB,-2.02409751785512e-01°)
1.27938130415738e+02	(6.26725123780657e+00dB,-2.02873905174979e-01°)
1.28233058265588e+02	(6.26725111241179e+00dB,-2.03339134172456e-01°)
1.28528665994347e+02	(6.26725098643860e+00dB,-2.03805441244478e-01°)
1.28824955169299e+02	(6.26725085988434e+00dB,-2.04272828863306e-01°)
1.29121927361339e+02	(6.26725073274633e+00dB,-2.04741299506906e-01°)
1.29419584144984e+02	(6.26725060502187e+00dB,-2.05210855659003e-01°)
1.29717927098381e+02	(6.26725047670825e+00dB,-2.05681499809087e-01°)
1.30016957803314e+02	(6.26725034780276e+00dB,-2.06153234452383e-01°)
1.30316677845215e+02	(6.26725021830265e+00dB,-2.06626062089930e-01°)
1.30617088813169e+02	(6.26725008820518e+00dB,-2.07099985228544e-01°)
1.30918192299926e+02	(6.26724995750759e+00dB,-2.07575006380849e-01°)
1.31219989901905e+02	(6.26724982620711e+00dB,-2.08051128065306e-01°)
1.31522483219209e+02	(6.26724969430096e+00dB,-2.08528352806189e-01°)
1.31825673855626e+02	(6.26724956178634e+00dB,-2.09006683133630e-01°)
1.32129563418643e+02	(6.26724942866044e+00dB,-2.09486121583628e-01°)
1.32434153519451e+02	(6.26724929492042e+00dB,-2.09966670698046e-01°)
