Freq.	V(9)/I(RDC_9_10)
3.55631318568956e+02	(-3.06574660358771e+01dB,4.42482645656297e+01°)
3.56451133426215e+02	(-3.06477161326701e+01dB,4.43142030199963e+01°)
3.57272838151899e+02	(-3.06379432167339e+01dB,4.43801450854569e+01°)
3.58096437102606e+02	(-3.06281472856660e+01dB,4.44460904127291e+01°)
3.58921934644975e+02	(-3.06183283373052e+01dB,4.45120386524265e+01°)
3.59749335155712e+02	(-3.06084863697280e+01dB,4.45779894550454e+01°)
3.60578643021612e+02	(-3.05986213812681e+01dB,4.46439424711033e+01°)
3.61409862639583e+02	(-3.05887333704823e+01dB,4.47098973509197e+01°)
3.62242998416668e+02	(-3.05788223361874e+01dB,4.47758537448689e+01°)
3.63078054770071e+02	(-3.05688882774402e+01dB,4.48418113032606e+01°)
3.63915036127177e+02	(-3.05589311935450e+01dB,4.49077696763928e+01°)
3.64753946925577e+02	(-3.05489510840441e+01dB,4.49737285145036e+01°)
3.65594791613094e+02	(-3.05389479487273e+01dB,4.50396874678380e+01°)
3.66437574647803e+02	(-3.05289217876213e+01dB,4.51056461865914e+01°)
3.67282300498054e+02	(-3.05188726010126e+01dB,4.51716043210684e+01°)
3.68128973642501e+02	(-3.05088003894205e+01dB,4.52375615215123e+01°)
3.68977598570119e+02	(-3.04987051536090e+01dB,4.53035174381960e+01°)
3.69828179780235e+02	(-3.04885868945895e+01dB,4.53694717214474e+01°)
3.70680721782545e+02	(-3.04784456136138e+01dB,4.54354240216130e+01°)
3.71535229097141e+02	(-3.04682813121808e+01dB,4.55013739891128e+01°)
3.72391706254537e+02	(-3.04580939920254e+01dB,4.55673212743734e+01°)
3.73250157795689e+02	(-3.04478836551484e+01dB,4.56332655280423e+01°)
3.74110588272022e+02	(-3.04376503037630e+01dB,4.56992064006329e+01°)
3.74973002245452e+02	(-3.04273939403556e+01dB,4.57651435429516e+01°)
3.75837404288413e+02	(-3.04171145676376e+01dB,4.58310766057726e+01°)
3.76703798983877e+02	(-3.04068121885599e+01dB,4.58970052399541e+01°)
3.77572190925384e+02	(-3.03964868063455e+01dB,4.59629290966657e+01°)
3.78442584717061e+02	(-3.03861384244229e+01dB,4.60288478269454e+01°)
3.79314984973650e+02	(-3.03757670464897e+01dB,4.60947610821465e+01°)
3.80189396320529e+02	(-3.03653726764777e+01dB,4.61606685137051e+01°)
3.81065823393741e+02	(-3.03549553185621e+01dB,4.62265697732169e+01°)
3.81944270840014e+02	(-3.03445149771617e+01dB,4.62924645124476e+01°)
3.82824743316790e+02	(-3.03340516569320e+01dB,4.63583523832954e+01°)
3.83707245492246e+02	(-3.03235653627803e+01dB,4.64242330379067e+01°)
3.84591782045321e+02	(-3.03130560998526e+01dB,4.64901061285948e+01°)
3.85478357665739e+02	(-3.03025238735285e+01dB,4.65559713078183e+01°)
3.86366977054037e+02	(-3.02919686894392e+01dB,4.66218282283112e+01°)
3.87257644921584e+02	(-3.02813905534513e+01dB,4.66876765429868e+01°)
3.88150365990615e+02	(-3.02707894716820e+01dB,4.67535159050521e+01°)
3.89045144994248e+02	(-3.02601654504753e+01dB,4.68193459678509e+01°)
3.89941986676510e+02	(-3.02495184964219e+01dB,4.68851663850160e+01°)
3.90840895792369e+02	(-3.02388486163581e+01dB,4.69509768104718e+01°)
3.91741877107750e+02	(-3.02281558173480e+01dB,4.70167768983214e+01°)
3.92644935399566e+02	(-3.02174401067115e+01dB,4.70825663030524e+01°)
3.93550075455744e+02	(-3.02067014919916e+01dB,4.71483446793196e+01°)
3.94457302075245e+02	(-3.01959399809766e+01dB,4.72141116821125e+01°)
3.95366620068094e+02	(-3.01851555817050e+01dB,4.72798669668015e+01°)
3.96278034255406e+02	(-3.01743483024315e+01dB,4.73456101889062e+01°)
3.97191549469406e+02	(-3.01635181516717e+01dB,4.74113410044283e+01°)
3.98107170553463e+02	(-3.01526651381547e+01dB,4.74770590695214e+01°)
3.99024902362108e+02	(-3.01417892708688e+01dB,4.75427640408311e+01°)
3.99944749761063e+02	(-3.01308905590286e+01dB,4.76084555752707e+01°)
4.00866717627268e+02	(-3.01199690120852e+01dB,4.76741333301059e+01°)
4.01790810848906e+02	(-3.01090246397289e+01dB,4.77397969629850e+01°)
4.02717034325425e+02	(-3.00980574518804e+01dB,4.78054461318885e+01°)
4.03645392967570e+02	(-3.00870674587081e+01dB,4.78710804952658e+01°)
4.04575891697408e+02	(-3.00760546706006e+01dB,4.79366997118478e+01°)
4.05508535448349e+02	(-3.00650190981821e+01dB,4.80023034407684e+01°)
4.06443329165178e+02	(-3.00539607523261e+01dB,4.80678913416800e+01°)
4.07380277804078e+02	(-3.00428796441253e+01dB,4.81334630745422e+01°)
4.08319386332657e+02	(-3.00317757849064e+01dB,4.81990182997442e+01°)
4.09260659729976e+02	(-3.00206491862378e+01dB,4.82645566781736e+01°)
4.10204102986572e+02	(-3.00094998599078e+01dB,4.83300778710674e+01°)
4.11149721104487e+02	(-2.99983278179456e+01dB,4.83955815401776e+01°)
4.12097519097295e+02	(-2.99871330726053e+01dB,4.84610673476679e+01°)
4.13047501990126e+02	(-2.99759156363847e+01dB,4.85265349562644e+01°)
4.13999674819695e+02	(-2.99646755219897e+01dB,4.85919840290018e+01°)
4.14954042634327e+02	(-2.99534127423727e+01dB,4.86574142295241e+01°)
4.15910610493986e+02	(-2.99421273107132e+01dB,4.87228252219507e+01°)
4.16869383470299e+02	(-2.99308192404131e+01dB,4.87882166708553e+01°)
4.17830366646586e+02	(-2.99194885451074e+01dB,4.88535882413558e+01°)
4.18793565117882e+02	(-2.99081352386535e+01dB,4.89189395990483e+01°)
4.19758983990971e+02	(-2.98967593351404e+01dB,4.89842704100906e+01°)
4.20726628384408e+02	(-2.98853608488816e+01dB,4.90495803411578e+01°)
4.21696503428546e+02	(-2.98739397944171e+01dB,4.91148690594723e+01°)
4.22668614265566e+02	(-2.98624961865149e+01dB,4.91801362328282e+01°)
4.23642966049504e+02	(-2.98510300401538e+01dB,4.92453815294719e+01°)
4.24619563946276e+02	(-2.98395413705513e+01dB,4.93106046183264e+01°)
4.25598413133706e+02	(-2.98280301931486e+01dB,4.93758051688960e+01°)
4.26579518801556e+02	(-2.98164965235916e+01dB,4.94409828511240e+01°)
4.27562886151549e+02	(-2.98049403777721e+01dB,4.95061373357296e+01°)
4.28548520397402e+02	(-2.97933617717820e+01dB,4.95712682938655e+01°)
4.29536426764850e+02	(-2.97817607219551e+01dB,4.96363753974536e+01°)
4.30526610491673e+02	(-2.97701372448240e+01dB,4.97014583188650e+01°)
4.31519076827728e+02	(-2.97584913571503e+01dB,4.97665167311663e+01°)
4.32513831034971e+02	(-2.97468230759152e+01dB,4.98315503080612e+01°)
4.33510878387491e+02	(-2.97351324183179e+01dB,4.98965587238895e+01°)
4.34510224171534e+02	(-2.97234194017730e+01dB,4.99615416536210e+01°)
4.35511873685530e+02	(-2.97116840439095e+01dB,5.00264987728635e+01°)
4.36515832240128e+02	(-2.96999263625754e+01dB,5.00914297579064e+01°)
4.37522105158214e+02	(-2.96881463758348e+01dB,5.01563342857151e+01°)
4.38530697774947e+02	(-2.96763441019643e+01dB,5.02212120339144e+01°)
4.39541615437786e+02	(-2.96645195594521e+01dB,5.02860626807987e+01°)
4.40554863506515e+02	(-2.96526727669977e+01dB,5.03508859053367e+01°)
4.41570447353274e+02	(-2.96408037435248e+01dB,5.04156813872926e+01°)
4.42588372362588e+02	(-2.96289125081539e+01dB,5.04804488070166e+01°)
4.43608643931394e+02	(-2.96169990802204e+01dB,5.05451878456094e+01°)
4.44631267469070e+02	(-2.96050634792783e+01dB,5.06098981849587e+01°)
4.45656248397464e+02	(-2.95931057250722e+01dB,5.06745795075309e+01°)
4.46683592150924e+02	(-2.95811258375759e+01dB,5.07392314966988e+01°)
4.47713304176323e+02	(-2.95691238369566e+01dB,5.08038538364577e+01°)
4.48745389933093e+02	(-2.95570997435913e+01dB,5.08684462115828e+01°)
4.49779854893248e+02	(-2.95450535780652e+01dB,5.09330083076199e+01°)
4.50816704541420e+02	(-2.95329853611677e+01dB,5.09975398108712e+01°)
4.51855944374882e+02	(-2.95208951138867e+01dB,5.10620404083655e+01°)
4.52897579903581e+02	(-2.95087828574248e+01dB,5.11265097879976e+01°)
4.53941616650163e+02	(-2.94966486131817e+01dB,5.11909476384026e+01°)
4.54988060150008e+02	(-2.94844924027425e+01dB,5.12553536488742e+01°)
4.56036915951256e+02	(-2.94723142479224e+01dB,5.13197275097415e+01°)
4.57088189614835e+02	(-2.94601141707237e+01dB,5.13840689120345e+01°)
4.58141886714493e+02	(-2.94478921933375e+01dB,5.14483775475074e+01°)
4.59198012836828e+02	(-2.94356483381701e+01dB,5.15126531088731e+01°)
4.60256573581315e+02	(-2.94233826278046e+01dB,5.15768952895006e+01°)
4.61317574560338e+02	(-2.94110950850444e+01dB,5.16411037837822e+01°)
4.62381021399219e+02	(-2.93987857328719e+01dB,5.17052782868169e+01°)
4.63446919736247e+02	(-2.93864545944701e+01dB,5.17694184945926e+01°)
4.64515275222708e+02	(-2.93741016932133e+01dB,5.18335241039270e+01°)
4.65586093522918e+02	(-2.93617270526720e+01dB,5.18975948125256e+01°)
4.66659380314247e+02	(-2.93493306966021e+01dB,5.19616303188999e+01°)
4.67735141287157e+02	(-2.93369126489601e+01dB,5.20256303225120e+01°)
4.68813382145223e+02	(-2.93244729338833e+01dB,5.20895945236217e+01°)
4.69894108605174e+02	(-2.93120115757034e+01dB,5.21535226234155e+01°)
4.70977326396911e+02	(-2.92995285989399e+01dB,5.22174143239628e+01°)
4.72063041263548e+02	(-2.92870240282968e+01dB,5.22812693282059e+01°)
4.73151258961438e+02	(-2.92744978886657e+01dB,5.23450873399974e+01°)
4.74241985260202e+02	(-2.92619502051228e+01dB,5.24088680640894e+01°)
4.75335225942763e+02	(-2.92493810029342e+01dB,5.24726112061925e+01°)
4.76430986805373e+02	(-2.92367903075375e+01dB,5.25363164728344e+01°)
4.77529273657648e+02	(-2.92241781445666e+01dB,5.25999835715854e+01°)
4.78630092322595e+02	(-2.92115445398286e+01dB,5.26636122108746e+01°)
4.79733448636646e+02	(-2.91988895193115e+01dB,5.27272021000677e+01°)
4.80839348449685e+02	(-2.91862131091853e+01dB,5.27907529494960e+01°)
4.81947797625084e+02	(-2.91735153357948e+01dB,5.28542644704025e+01°)
4.83058802039729e+02	(-2.91607962256664e+01dB,5.29177363750214e+01°)
4.84172367584056e+02	(-2.91480558054977e+01dB,5.29811683764951e+01°)
4.85288500162077e+02	(-2.91352941021703e+01dB,5.30445601890046e+01°)
4.86407205691418e+02	(-2.91225111427355e+01dB,5.31079115276582e+01°)
4.87528490103342e+02	(-2.91097069544117e+01dB,5.31712221084816e+01°)
4.88652359342790e+02	(-2.90968815645960e+01dB,5.32344916485335e+01°)
4.89778819368402e+02	(-2.90840350008618e+01dB,5.32977198659027e+01°)
4.90907876152559e+02	(-2.90711672909460e+01dB,5.33609064796045e+01°)
4.92039535681407e+02	(-2.90582784627535e+01dB,5.34240512096376e+01°)
4.93173803954891e+02	(-2.90453685443625e+01dB,5.34871537770459e+01°)
4.94310686986791e+02	(-2.90324375640134e+01dB,5.35502139038305e+01°)
4.95450190804745e+02	(-2.90194855501218e+01dB,5.36132313130842e+01°)
4.96592321450291e+02	(-2.90065125312583e+01dB,5.36762057288234e+01°)
4.97737084978891e+02	(-2.89935185361588e+01dB,5.37391368760938e+01°)
4.98884487459967e+02	(-2.89805035937274e+01dB,5.38020244810119e+01°)
5.00034534976933e+02	(-2.89674677330305e+01dB,5.38648682707260e+01°)
5.01187233627227e+02	(-2.89544109832886e+01dB,5.39276679733561e+01°)
5.02342589522341e+02	(-2.89413333738870e+01dB,5.39904233181069e+01°)
5.03500608787859e+02	(-2.89282349343705e+01dB,5.40531340352289e+01°)
5.04661297563483e+02	(-2.89151156944424e+01dB,5.41157998560307e+01°)
5.05824662003068e+02	(-2.89019756839559e+01dB,5.41784205128107e+01°)
5.06990708274658e+02	(-2.88888149329220e+01dB,5.42409957389420e+01°)
5.08159442560514e+02	(-2.88756334715132e+01dB,5.43035252689254e+01°)
5.09330871057149e+02	(-2.88624313300498e+01dB,5.43660088382729e+01°)
5.10504999975360e+02	(-2.88492085389999e+01dB,5.44284461835263e+01°)
5.11681835540261e+02	(-2.88359651289956e+01dB,5.44908370424185e+01°)
5.12861383991318e+02	(-2.88227011308040e+01dB,5.45531811536201e+01°)
5.14043651582379e+02	(-2.88094165753510e+01dB,5.46154782569730e+01°)
5.15228644581709e+02	(-2.87961114937098e+01dB,5.46777280934004e+01°)
5.16416369272024e+02	(-2.87827859170962e+01dB,5.47399304048767e+01°)
5.17606831950520e+02	(-2.87694398768707e+01dB,5.48020849344584e+01°)
5.18800038928914e+02	(-2.87560734045470e+01dB,5.48641914263814e+01°)
5.19995996533468e+02	(-2.87426865317768e+01dB,5.49262496259301e+01°)
5.21194711105033e+02	(-2.87292792903512e+01dB,5.49882592794680e+01°)
5.22396188999072e+02	(-2.87158517122039e+01dB,5.50502201344787e+01°)
5.23600436585702e+02	(-2.87024038294137e+01dB,5.51121319396043e+01°)
5.24807460249724e+02	(-2.86889356741920e+01dB,5.51739944445424e+01°)
5.26017266390658e+02	(-2.86754472788935e+01dB,5.52358074001634e+01°)
5.27229861422774e+02	(-2.86619386760038e+01dB,5.52975705584005e+01°)
5.28445251775132e+02	(-2.86484098981509e+01dB,5.53592836723807e+01°)
5.29663443891609e+02	(-2.86348609780905e+01dB,5.54209464962937e+01°)
5.30884444230939e+02	(-2.86212919487170e+01dB,5.54825587855153e+01°)
5.32108259266745e+02	(-2.86077028430527e+01dB,5.55441202965118e+01°)
5.33334895487572e+02	(-2.85940936942563e+01dB,5.56056307869425e+01°)
5.34564359396922e+02	(-2.85804645356097e+01dB,5.56670900155419e+01°)
5.35796657513292e+02	(-2.85668154005284e+01dB,5.57284977422366e+01°)
5.37031796370203e+02	(-2.85531463225554e+01dB,5.57898537280988e+01°)
5.38269782516239e+02	(-2.85394573353563e+01dB,5.58511577353134e+01°)
5.39510622515078e+02	(-2.85257484727256e+01dB,5.59124095272525e+01°)
5.40754322945531e+02	(-2.85120197685852e+01dB,5.59736088684769e+01°)
5.42000890401574e+02	(-2.84982712569699e+01dB,5.60347555246064e+01°)
5.43250331492383e+02	(-2.84845029720501e+01dB,5.60958492625541e+01°)
5.44502652842371e+02	(-2.84707149481043e+01dB,5.61568898502760e+01°)
5.45757861091220e+02	(-2.84569072195356e+01dB,5.62178770569428e+01°)
5.47015962893921e+02	(-2.84430798208713e+01dB,5.62788106529484e+01°)
5.48276964920803e+02	(-2.84292327867471e+01dB,5.63396904097733e+01°)
5.49540873857574e+02	(-2.84153661519164e+01dB,5.64005161000848e+01°)
5.50807696405352e+02	(-2.84014799512572e+01dB,5.64612874978229e+01°)
5.52077439280706e+02	(-2.83875742197487e+01dB,5.65220043779801e+01°)
5.53350109215685e+02	(-2.83736489924906e+01dB,5.65826665168045e+01°)
5.54625712957859e+02	(-2.83597043046909e+01dB,5.66432736916990e+01°)
5.55904257270352e+02	(-2.83457401916697e+01dB,5.67038256812652e+01°)
5.57185748931878e+02	(-2.83317566888555e+01dB,5.67643222652829e+01°)
5.58470194736779e+02	(-2.83177538317862e+01dB,5.68247632247359e+01°)
5.59757601495058e+02	(-2.83037316561080e+01dB,5.68851483418110e+01°)
5.61047976032418e+02	(-2.82896901975695e+01dB,5.69454773998540e+01°)
5.62341325190297e+02	(-2.82756294920246e+01dB,5.70057501834109e+01°)
5.63637655825902e+02	(-2.82615495754314e+01dB,5.70659664782328e+01°)
5.64936974812250e+02	(-2.82474504838563e+01dB,5.71261260713291e+01°)
5.66239289038200e+02	(-2.82333322534557e+01dB,5.71862287507930e+01°)
5.67544605408494e+02	(-2.82191949204938e+01dB,5.72462743060019e+01°)
5.68852930843788e+02	(-2.82050385213334e+01dB,5.73062625275292e+01°)
5.70164272280694e+02	(-2.81908630924322e+01dB,5.73661932071263e+01°)
5.71478636671813e+02	(-2.81766686703487e+01dB,5.74260661377910e+01°)
5.72796030985775e+02	(-2.81624552917327e+01dB,5.74858811136896e+01°)
5.74116462207274e+02	(-2.81482229933285e+01dB,5.75456379301963e+01°)
5.75439937337103e+02	(-2.81339718119791e+01dB,5.76053363839514e+01°)
5.76766463392197e+02	(-2.81197017846193e+01dB,5.76649762728070e+01°)
5.78096047405664e+02	(-2.81054129482625e+01dB,5.77245573956989e+01°)
5.79428696426826e+02	(-2.80911053400289e+01dB,5.77840795529548e+01°)
5.80764417521257e+02	(-2.80767789971184e+01dB,5.78435425460225e+01°)
5.82103217770817e+02	(-2.80624339568150e+01dB,5.79029461775331e+01°)
5.83445104273690e+02	(-2.80480702564997e+01dB,5.79622902514436e+01°)
5.84790084144426e+02	(-2.80336879336316e+01dB,5.80215745728562e+01°)
5.86138164513973e+02	(-2.80192870257519e+01dB,5.80807989480717e+01°)
5.87489352529721e+02	(-2.80048675704942e+01dB,5.81399631847069e+01°)
5.88843655355533e+02	(-2.79904296055652e+01dB,5.81990670915125e+01°)
5.90201080171789e+02	(-2.79759731687534e+01dB,5.82581104784680e+01°)
5.91561634175418e+02	(-2.79614982979340e+01dB,5.83170931568505e+01°)
5.92925324579944e+02	(-2.79470050310515e+01dB,5.83760149390664e+01°)
5.94292158615516e+02	(-2.79324934061318e+01dB,5.84348756387876e+01°)
5.95662143528954e+02	(-2.79179634612799e+01dB,5.84936750709373e+01°)
5.97035286583780e+02	(-2.79034152346749e+01dB,5.85524130516583e+01°)
5.98411595060263e+02	(-2.78888487645633e+01dB,5.86110893982456e+01°)
5.99791076255452e+02	(-2.78742640892728e+01dB,5.86697039293078e+01°)
6.01173737483221e+02	(-2.78596612471984e+01dB,5.87282564646339e+01°)
6.02559586074301e+02	(-2.78450402768103e+01dB,5.87867468252869e+01°)
6.03948629376322e+02	(-2.78304012166383e+01dB,5.88451748334507e+01°)
6.05340874753856e+02	(-2.78157441052944e+01dB,5.89035403126843e+01°)
6.06736329588448e+02	(-2.78010689814482e+01dB,5.89618430876676e+01°)
6.08135001278660e+02	(-2.77863758838349e+01dB,5.90200829843027e+01°)
6.09536897240111e+02	(-2.77716648512648e+01dB,5.90782598298265e+01°)
6.10942024905514e+02	(-2.77569359226026e+01dB,5.91363734525975e+01°)
6.12350391724715e+02	(-2.77421891367765e+01dB,5.91944236822098e+01°)
6.13762005164736e+02	(-2.77274245327854e+01dB,5.92524103495790e+01°)
6.15176872709809e+02	(-2.77126421496747e+01dB,5.93103332866960e+01°)
6.16595001861423e+02	(-2.76978420265634e+01dB,5.93681923269264e+01°)
6.18016400138357e+02	(-2.76830242026196e+01dB,5.94259873047641e+01°)
6.19441075076722e+02	(-2.76681887170748e+01dB,5.94837180559906e+01°)
6.20869034230004e+02	(-2.76533356092121e+01dB,5.95413844175618e+01°)
6.22300285169100e+02	(-2.76384649183735e+01dB,5.95989862277012e+01°)
6.23734835482360e+02	(-2.76235766839539e+01dB,5.96565233258385e+01°)
6.25172692775626e+02	(-2.76086709454012e+01dB,5.97139955526304e+01°)
6.26613864672275e+02	(-2.75937477422145e+01dB,5.97714027499466e+01°)
6.28058358813258e+02	(-2.75788071139469e+01dB,5.98287447609152e+01°)
6.29506182857137e+02	(-2.75638491001970e+01dB,5.98860214298364e+01°)
6.30957344480133e+02	(-2.75488737406179e+01dB,5.99432326022939e+01°)
6.32411851376159e+02	(-2.75338810749050e+01dB,6.00003781250369e+01°)
6.33869711256866e+02	(-2.75188711428039e+01dB,6.00574578460694e+01°)
6.35330931851683e+02	(-2.75038439841049e+01dB,6.01144716146057e+01°)
6.36795520907855e+02	(-2.74887996386411e+01dB,6.01714192810619e+01°)
6.38263486190487e+02	(-2.74737381462922e+01dB,6.02283006971004e+01°)
6.39734835482587e+02	(-2.74586595469808e+01dB,6.02851157156109e+01°)
6.41209576585100e+02	(-2.74435638806680e+01dB,6.03418641906628e+01°)
6.42687717316958e+02	(-2.74284511873561e+01dB,6.03985459775504e+01°)
6.44169265515115e+02	(-2.74133215070894e+01dB,6.04551609328107e+01°)
6.45654229034593e+02	(-2.73981748799463e+01dB,6.05117089141454e+01°)
6.47142615748521e+02	(-2.73830113460465e+01dB,6.05681897805167e+01°)
6.48634433548176e+02	(-2.73678309455461e+01dB,6.06246033920944e+01°)
6.50129690343028e+02	(-2.73526337186337e+01dB,6.06809496102282e+01°)
6.51628394060780e+02	(-2.73374197055316e+01dB,6.07372282974676e+01°)
6.53130552647409e+02	(-2.73221889464986e+01dB,6.07934393176111e+01°)
6.54636174067212e+02	(-2.73069414818286e+01dB,6.08495825356914e+01°)
6.56145266302842e+02	(-2.72916773518353e+01dB,6.09056578178148e+01°)
6.57657837355357e+02	(-2.72763965968751e+01dB,6.09616650314357e+01°)
6.59173895244257e+02	(-2.72610992573284e+01dB,6.10176040451490e+01°)
6.60693448007532e+02	(-2.72457853736020e+01dB,6.10734747287282e+01°)
6.62216503701698e+02	(-2.72304549861341e+01dB,6.11292769531938e+01°)
6.63743070401844e+02	(-2.72151081353846e+01dB,6.11850105907097e+01°)
6.65273156201677e+02	(-2.71997448618438e+01dB,6.12406755146965e+01°)
6.66806769213557e+02	(-2.71843652060231e+01dB,6.12962715997282e+01°)
6.68343917568550e+02	(-2.71689692084576e+01dB,6.13517987215817e+01°)
6.69884609416461e+02	(-2.71535569097057e+01dB,6.14072567572272e+01°)
6.71428852925887e+02	(-2.71381283503454e+01dB,6.14626455848101e+01°)
6.72976656284252e+02	(-2.71226835709764e+01dB,6.15179650836727e+01°)
6.74528027697856e+02	(-2.71072226122191e+01dB,6.15732151343592e+01°)
6.76082975391916e+02	(-2.70917455147132e+01dB,6.16283956186083e+01°)
6.77641507610609e+02	(-2.70762523191085e+01dB,6.16835064192495e+01°)
6.79203632617118e+02	(-2.70607430660813e+01dB,6.17385474204097e+01°)
6.80769358693675e+02	(-2.70452177963175e+01dB,6.17935185073226e+01°)
6.82338694141603e+02	(-2.70296765505198e+01dB,6.18484195664204e+01°)
6.83911647281362e+02	(-2.70141193694050e+01dB,6.19032504853141e+01°)
6.85488226452594e+02	(-2.69985462937020e+01dB,6.19580111527783e+01°)
6.87068440014165e+02	(-2.69829573641482e+01dB,6.20127014587112e+01°)
6.88652296344209e+02	(-2.69673526215013e+01dB,6.20673212942963e+01°)
6.90239803840174e+02	(-2.69517321065184e+01dB,6.21218705517492e+01°)
6.91830970918869e+02	(-2.69360958599749e+01dB,6.21763491245601e+01°)
6.93425806016501e+02	(-2.69204439226486e+01dB,6.22307569073098e+01°)
6.95024317588728e+02	(-2.69047763353256e+01dB,6.22850937957490e+01°)
6.96626514110700e+02	(-2.68890931388001e+01dB,6.23393596868025e+01°)
6.98232404077103e+02	(-2.68733943738716e+01dB,6.23935544785473e+01°)
6.99841996002205e+02	(-2.68576800813427e+01dB,6.24476780701933e+01°)
7.01455298419902e+02	(-2.68419503020207e+01dB,6.25017303621108e+01°)
7.03072319883764e+02	(-2.68262050767149e+01dB,6.25557112558038e+01°)
7.04693068967077e+02	(-2.68104444462418e+01dB,6.26096206539881e+01°)
7.06317554262892e+02	(-2.67946684514142e+01dB,6.26634584604589e+01°)
7.07945784384068e+02	(-2.67788771330403e+01dB,6.27172245800882e+01°)
7.09577767963319e+02	(-2.67630705319392e+01dB,6.27709189190333e+01°)
7.11213513653259e+02	(-2.67472486889209e+01dB,6.28245413844861e+01°)
7.12853030126449e+02	(-2.67314116447968e+01dB,6.28780918848196e+01°)
7.14496326075443e+02	(-2.67155594403700e+01dB,6.29315703294679e+01°)
7.16143410212831e+02	(-2.66996921164424e+01dB,6.29849766290288e+01°)
7.17794291271291e+02	(-2.66838097138173e+01dB,6.30383106953028e+01°)
7.19448978003628e+02	(-2.66679122732827e+01dB,6.30915724410897e+01°)
7.21107479182828e+02	(-2.66519998356235e+01dB,6.31447617803506e+01°)
7.22769803602099e+02	(-2.66360724416179e+01dB,6.31978786281682e+01°)
7.24435960074918e+02	(-2.66201301320377e+01dB,6.32509229007632e+01°)
7.26105957435083e+02	(-2.66041729476441e+01dB,6.33038945154485e+01°)
7.27779804536752e+02	(-2.65882009291863e+01dB,6.33567933906077e+01°)
7.29457510254496e+02	(-2.65722141174080e+01dB,6.34096194458027e+01°)
7.31139083483345e+02	(-2.65562125530341e+01dB,6.34623726015945e+01°)
7.32824533138831e+02	(-2.65401962767848e+01dB,6.35150527797466e+01°)
7.34513868157042e+02	(-2.65241653293658e+01dB,6.35676599030940e+01°)
7.36207097494663e+02	(-2.65081197514626e+01dB,6.36201938954817e+01°)
7.37904230129027e+02	(-2.64920595837535e+01dB,6.36726546819416e+01°)
7.39605275058164e+02	(-2.64759848669007e+01dB,6.37250421885811e+01°)
7.41310241300844e+02	(-2.64598956415479e+01dB,6.37773563425632e+01°)
7.43019137896627e+02	(-2.64437919483191e+01dB,6.38295970720901e+01°)
7.44731973905915e+02	(-2.64276738278278e+01dB,6.38817643065398e+01°)
7.46448758409992e+02	(-2.64115413206642e+01dB,6.39338579762992e+01°)
7.48169500511079e+02	(-2.63953944673991e+01dB,6.39858780128234e+01°)
7.49894209332381e+02	(-2.63792333085880e+01dB,6.40378243486966e+01°)
7.51622894018130e+02	(-2.63630578847622e+01dB,6.40896969175219e+01°)
7.53355563733642e+02	(-2.63468682364291e+01dB,6.41414956539310e+01°)
7.55092227665358e+02	(-2.63306644040789e+01dB,6.41932204936817e+01°)
7.56832895020898e+02	(-2.63144464281769e+01dB,6.42448713735592e+01°)
7.58577575029108e+02	(-2.62982143491652e+01dB,6.42964482314033e+01°)
7.60326276940106e+02	(-2.62819682074599e+01dB,6.43479510060877e+01°)
7.62079010025335e+02	(-2.62657080434553e+01dB,6.43993796375692e+01°)
7.63835783577614e+02	(-2.62494338975149e+01dB,6.44507340667788e+01°)
7.65596606911179e+02	(-2.62331458099820e+01dB,6.45020142357777e+01°)
7.67361489361742e+02	(-2.62168438211695e+01dB,6.45532200876119e+01°)
7.69130440286532e+02	(-2.62005279713616e+01dB,6.46043515663518e+01°)
7.70903469064352e+02	(-2.61841983008158e+01dB,6.46554086171226e+01°)
7.72680585095625e+02	(-2.61678548497578e+01dB,6.47063911860370e+01°)
7.74461797802441e+02	(-2.61514976583877e+01dB,6.47572992202918e+01°)
7.76247116628613e+02	(-2.61351267668701e+01dB,6.48081326680356e+01°)
7.78036551039726e+02	(-2.61187422153457e+01dB,6.48588914785346e+01°)
7.79830110523180e+02	(-2.61023440439121e+01dB,6.49095756019074e+01°)
7.81627804588251e+02	(-2.60859322926443e+01dB,6.49601849894241e+01°)
7.83429642766133e+02	(-2.60695070015793e+01dB,6.50107195932935e+01°)
7.85235634609992e+02	(-2.60530682107225e+01dB,6.50611793667585e+01°)
7.87045789695019e+02	(-2.60366159600435e+01dB,6.51115642640407e+01°)
7.88860117618475e+02	(-2.60201502894750e+01dB,6.51618742403308e+01°)
7.90678627999745e+02	(-2.60036712389188e+01dB,6.52121092518837e+01°)
7.92501330480392e+02	(-2.59871788482354e+01dB,6.52622692558709e+01°)
7.94328234724201e+02	(-2.59706731572501e+01dB,6.53123542104746e+01°)
7.96159350417238e+02	(-2.59541542057508e+01dB,6.53623640748611e+01°)
7.97994687267896e+02	(-2.59376220334873e+01dB,6.54122988091785e+01°)
7.99834255006947e+02	(-2.59210766801697e+01dB,6.54621583745342e+01°)
8.01678063387598e+02	(-2.59045181854695e+01dB,6.55119427330209e+01°)
8.03526122185536e+02	(-2.58879465890174e+01dB,6.55616518476853e+01°)
8.05378441198985e+02	(-2.58713619304036e+01dB,6.56112856825395e+01°)
8.07235030248756e+02	(-2.58547642491747e+01dB,6.56608442025261e+01°)
8.09095899178300e+02	(-2.58381535848408e+01dB,6.57103273736147e+01°)
