Freq.	V(5)/I(RDC_56)
2.91742701400094e+02	(-2.00043938018656e+01dB,2.44291198279513e+01°)
2.92415237784311e+02	(-2.00009660295224e+01dB,2.44788326017573e+01°)
2.93089324525009e+02	(-1.99975251573560e+01dB,2.45286205850283e+01°)
2.93764965196130e+02	(-1.99940711457392e+01dB,2.45784837409047e+01°)
2.94442163379853e+02	(-1.99906039550003e+01dB,2.46284220315479e+01°)
2.95120922666615e+02	(-1.99871235454337e+01dB,2.46784354181665e+01°)
2.95801246655131e+02	(-1.99836298772887e+01dB,2.47285238609766e+01°)
2.96483138952411e+02	(-1.99801229107838e+01dB,2.47786873192402e+01°)
2.97166603173779e+02	(-1.99766026060903e+01dB,2.48289257512099e+01°)
2.97851642942896e+02	(-1.99730689233514e+01dB,2.48792391141814e+01°)
2.98538261891772e+02	(-1.99695218226676e+01dB,2.49296273644431e+01°)
2.99226463660795e+02	(-1.99659612641082e+01dB,2.49800904573075e+01°)
2.99916251898741e+02	(-1.99623872077016e+01dB,2.50306283470726e+01°)
3.00607630262799e+02	(-1.99587996134487e+01dB,2.50812409870612e+01°)
3.01300602418588e+02	(-1.99551984413131e+01dB,2.51319283295834e+01°)
3.01995172040178e+02	(-1.99515836512191e+01dB,2.51826903259254e+01°)
3.02691342810107e+02	(-1.99479552030719e+01dB,2.52335269264053e+01°)
3.03389118419403e+02	(-1.99443130567336e+01dB,2.52844380802948e+01°)
3.04088502567604e+02	(-1.99406571720374e+01dB,2.53354237358576e+01°)
3.04789498962774e+02	(-1.99369875087874e+01dB,2.53864838403424e+01°)
3.05492111321527e+02	(-1.99333040267613e+01dB,2.54376183399861e+01°)
3.06196343369043e+02	(-1.99296066856985e+01dB,2.54888271799710e+01°)
3.06902198839091e+02	(-1.99258954453189e+01dB,2.55401103044793e+01°)
3.07609681474046e+02	(-1.99221702653069e+01dB,2.55914676566354e+01°)
3.08318795024911e+02	(-1.99184311053270e+01dB,2.56428991785513e+01°)
3.09029543251334e+02	(-1.99146779250120e+01dB,2.56944048112820e+01°)
3.09741929921633e+02	(-1.99109106839724e+01dB,2.57459844948518e+01°)
3.10455958812811e+02	(-1.99071293417891e+01dB,2.57976381682238e+01°)
3.11171633710577e+02	(-1.99033338580230e+01dB,2.58493657693260e+01°)
3.11888958409369e+02	(-1.98995241922089e+01dB,2.59011672350251e+01°)
3.12607936712371e+02	(-1.98957003038615e+01dB,2.59530425011416e+01°)
3.13328572431534e+02	(-1.98918621524713e+01dB,2.60049915024312e+01°)
3.14050869387597e+02	(-1.98880096975064e+01dB,2.60570141725824e+01°)
3.14774831410106e+02	(-1.98841428984143e+01dB,2.61091104442197e+01°)
3.15500462337437e+02	(-1.98802617146267e+01dB,2.61612802489128e+01°)
3.16227766016813e+02	(-1.98763661055507e+01dB,2.62135235171413e+01°)
3.16956746304324e+02	(-1.98724560305776e+01dB,2.62658401783191e+01°)
3.17687407064952e+02	(-1.98685314490815e+01dB,2.63182301607838e+01°)
3.18419752172587e+02	(-1.98645923204159e+01dB,2.63706933917795e+01°)
3.19153785510051e+02	(-1.98606386039266e+01dB,2.64232297974949e+01°)
3.19889510969114e+02	(-1.98566702589341e+01dB,2.64758393029987e+01°)
3.20626932450521e+02	(-1.98526872447515e+01dB,2.65285218322924e+01°)
3.21366053864006e+02	(-1.98486895206714e+01dB,2.65812773082646e+01°)
3.22106879128318e+02	(-1.98446770459814e+01dB,2.66341056527316e+01°)
3.22849412171238e+02	(-1.98406497799485e+01dB,2.66870067863857e+01°)
3.23593656929602e+02	(-1.98366076818359e+01dB,2.67399806288416e+01°)
3.24339617349323e+02	(-1.98325507108938e+01dB,2.67930270986014e+01°)
3.25087297385408e+02	(-1.98284788263569e+01dB,2.68461461130412e+01°)
3.25836701001982e+02	(-1.98243919874595e+01dB,2.68993375884555e+01°)
3.26587832172309e+02	(-1.98202901534226e+01dB,2.69526014400078e+01°)
3.27340694878812e+02	(-1.98161732834594e+01dB,2.70059375817460e+01°)
3.28095293113092e+02	(-1.98120413367818e+01dB,2.70593459266144e+01°)
3.28851630875956e+02	(-1.98078942725887e+01dB,2.71128263864138e+01°)
3.29609712177431e+02	(-1.98037320500792e+01dB,2.71663788718373e+01°)
3.30369541036788e+02	(-1.97995546284482e+01dB,2.72200032924501e+01°)
3.31131121482564e+02	(-1.97953619668848e+01dB,2.72736995566794e+01°)
3.31894457552584e+02	(-1.97911540245764e+01dB,2.73274675718230e+01°)
3.32659553293977e+02	(-1.97869307607133e+01dB,2.73813072440588e+01°)
3.33426412763208e+02	(-1.97826921344769e+01dB,2.74352184783992e+01°)
3.34195040026087e+02	(-1.97784381050557e+01dB,2.74892011787404e+01°)
3.34965439157800e+02	(-1.97741686316375e+01dB,2.75432552478304e+01°)
3.35737614242927e+02	(-1.97698836734120e+01dB,2.75973805872721e+01°)
3.36511569375463e+02	(-1.97655831895718e+01dB,2.76515770975213e+01°)
3.37287308658841e+02	(-1.97612671393109e+01dB,2.77058446778767e+01°)
3.38064836205954e+02	(-1.97569354818309e+01dB,2.77601832264950e+01°)
3.38844156139175e+02	(-1.97525881763404e+01dB,2.78145926403835e+01°)
3.39625272590381e+02	(-1.97482251820466e+01dB,2.78690728153666e+01°)
3.40408189700973e+02	(-1.97438464581763e+01dB,2.79236236461516e+01°)
3.41192911621901e+02	(-1.97394519639537e+01dB,2.79782450262480e+01°)
3.41979442513681e+02	(-1.97350416586154e+01dB,2.80329368480130e+01°)
3.42767786546422e+02	(-1.97306155014120e+01dB,2.80876990026506e+01°)
3.43557947899847e+02	(-1.97261734516000e+01dB,2.81425313801822e+01°)
3.44349930763310e+02	(-1.97217154684503e+01dB,2.81974338694660e+01°)
3.45143739335828e+02	(-1.97172415112456e+01dB,2.82524063581851e+01°)
3.45939377826094e+02	(-1.97127515392843e+01dB,2.83074487328564e+01°)
3.46736850452503e+02	(-1.97082455118755e+01dB,2.83625608788058e+01°)
3.47536161443177e+02	(-1.97037233883481e+01dB,2.84177426801962e+01°)
3.48337315035983e+02	(-1.96991851280470e+01dB,2.84729940200091e+01°)
3.49140315478557e+02	(-1.96946306903316e+01dB,2.85283147800317e+01°)
3.49945167028328e+02	(-1.96900600345816e+01dB,2.85837048408766e+01°)
3.50751873952539e+02	(-1.96854731201967e+01dB,2.86391640819708e+01°)
3.51560440528269e+02	(-1.96808699065987e+01dB,2.86946923815604e+01°)
3.52370871042458e+02	(-1.96762503532270e+01dB,2.87502896166896e+01°)
3.53183169791928e+02	(-1.96716144195445e+01dB,2.88059556632145e+01°)
3.53997341083405e+02	(-1.96669620650387e+01dB,2.88616903958043e+01°)
3.54813389233546e+02	(-1.96622932492197e+01dB,2.89174936879277e+01°)
3.55631318568956e+02	(-1.96576079316253e+01dB,2.89733654118657e+01°)
3.56451133426215e+02	(-1.96529060718146e+01dB,2.90293054386847e+01°)
3.57272838151899e+02	(-1.96481876293813e+01dB,2.90853136382773e+01°)
3.58096437102606e+02	(-1.96434525639414e+01dB,2.91413898793156e+01°)
3.58921934644975e+02	(-1.96387008351435e+01dB,2.91975340292810e+01°)
3.59749335155712e+02	(-1.96339324026623e+01dB,2.92537459544363e+01°)
3.60578643021612e+02	(-1.96291472262082e+01dB,2.93100255198553e+01°)
3.61409862639583e+02	(-1.96243452655222e+01dB,2.93663725894007e+01°)
3.62242998416668e+02	(-1.96195264803781e+01dB,2.94227870257243e+01°)
3.63078054770071e+02	(-1.96146908305828e+01dB,2.94792686902660e+01°)
3.63915036127177e+02	(-1.96098382759834e+01dB,2.95358174432728e+01°)
3.64753946925577e+02	(-1.96049687764555e+01dB,2.95924331437525e+01°)
3.65594791613094e+02	(-1.96000822919212e+01dB,2.96491156495319e+01°)
3.66437574647803e+02	(-1.95951787823302e+01dB,2.97058648171877e+01°)
3.67282300498054e+02	(-1.95902582076832e+01dB,2.97626805021222e+01°)
3.68128973642501e+02	(-1.95853205280119e+01dB,2.98195625584877e+01°)
3.68977598570119e+02	(-1.95803657033962e+01dB,2.98765108392450e+01°)
3.69828179780235e+02	(-1.95753936939527e+01dB,2.99335251961151e+01°)
3.70680721782545e+02	(-1.95704044598438e+01dB,2.99906054796088e+01°)
3.71535229097141e+02	(-1.95653979612799e+01dB,3.00477515390300e+01°)
3.72391706254537e+02	(-1.95603741585132e+01dB,3.01049632224484e+01°)
3.73250157795689e+02	(-1.95553330118424e+01dB,3.01622403767100e+01°)
3.74110588272022e+02	(-1.95502744816177e+01dB,3.02195828474548e+01°)
3.74973002245452e+02	(-1.95451985282307e+01dB,3.02769904790717e+01°)
3.75837404288413e+02	(-1.95401051121324e+01dB,3.03344631147613e+01°)
3.76703798983877e+02	(-1.95349941938197e+01dB,3.03920005964816e+01°)
3.77572190925384e+02	(-1.95298657338395e+01dB,3.04496027649592e+01°)
3.78442584717061e+02	(-1.95247196927972e+01dB,3.05072694597152e+01°)
3.79314984973650e+02	(-1.95195560313452e+01dB,3.05650005190187e+01°)
3.80189396320529e+02	(-1.95143747101982e+01dB,3.06227957799387e+01°)
3.81065823393741e+02	(-1.95091756901263e+01dB,3.06806550783161e+01°)
3.81944270840014e+02	(-1.95039589319517e+01dB,3.07385782487419e+01°)
3.82824743316790e+02	(-1.94987243965600e+01dB,3.07965651246030e+01°)
3.83707245492246e+02	(-1.94934720448951e+01dB,3.08546155380501e+01°)
3.84591782045321e+02	(-1.94882018379609e+01dB,3.09127293200068e+01°)
3.85478357665739e+02	(-1.94829137368247e+01dB,3.09709063001738e+01°)
3.86366977054037e+02	(-1.94776077026130e+01dB,3.10291463070103e+01°)
3.87257644921584e+02	(-1.94722836965228e+01dB,3.10874491677732e+01°)
3.88150365990615e+02	(-1.94669416798084e+01dB,3.11458147084621e+01°)
3.89045144994248e+02	(-1.94615816137970e+01dB,3.12042427538745e+01°)
3.89941986676510e+02	(-1.94562034598789e+01dB,3.12627331275635e+01°)
3.90840895792369e+02	(-1.94508071795142e+01dB,3.13212856518609e+01°)
3.91741877107750e+02	(-1.94453927342320e+01dB,3.13799001478685e+01°)
3.92644935399566e+02	(-1.94399600856344e+01dB,3.14385764354727e+01°)
3.93550075455744e+02	(-1.94345091953926e+01dB,3.14973143333200e+01°)
3.94457302075245e+02	(-1.94290400252506e+01dB,3.15561136588313e+01°)
3.95366620068094e+02	(-1.94235525370263e+01dB,3.16149742282019e+01°)
3.96278034255406e+02	(-1.94180466926165e+01dB,3.16738958564156e+01°)
3.97191549469406e+02	(-1.94125224539893e+01dB,3.17328783572135e+01°)
3.98107170553463e+02	(-1.94069797831923e+01dB,3.17919215431173e+01°)
3.99024902362108e+02	(-1.94014186423512e+01dB,3.18510252254267e+01°)
3.99944749761063e+02	(-1.93958389936740e+01dB,3.19101892142278e+01°)
4.00866717627268e+02	(-1.93902407994430e+01dB,3.19694133183568e+01°)
4.01790810848906e+02	(-1.93846240220298e+01dB,3.20286973454596e+01°)
4.02717034325425e+02	(-1.93789886238831e+01dB,3.20880411019377e+01°)
4.03645392967570e+02	(-1.93733345675389e+01dB,3.21474443929841e+01°)
4.04575891697408e+02	(-1.93676618156198e+01dB,3.22069070225772e+01°)
4.05508535448349e+02	(-1.93619703308296e+01dB,3.22664287934582e+01°)
4.06443329165178e+02	(-1.93562600759629e+01dB,3.23260095071621e+01°)
4.07380277804078e+02	(-1.93505310139049e+01dB,3.23856489640166e+01°)
4.08319386332657e+02	(-1.93447831076282e+01dB,3.24453469631232e+01°)
4.09260659729976e+02	(-1.93390163201945e+01dB,3.25051033023634e+01°)
4.10204102986572e+02	(-1.93332306147640e+01dB,3.25649177784316e+01°)
4.11149721104487e+02	(-1.93274259545815e+01dB,3.26247901867729e+01°)
4.12097519097295e+02	(-1.93216023029921e+01dB,3.26847203216493e+01°)
4.13047501990126e+02	(-1.93157596234356e+01dB,3.27447079761103e+01°)
4.13999674819695e+02	(-1.93098978794476e+01dB,3.28047529419921e+01°)
4.14954042634327e+02	(-1.93040170346616e+01dB,3.28648550099274e+01°)
4.15910610493986e+02	(-1.92981170528100e+01dB,3.29250139693435e+01°)
4.16869383470299e+02	(-1.92921978977258e+01dB,3.29852296084666e+01°)
4.17830366646586e+02	(-1.92862595333413e+01dB,3.30455017143136e+01°)
4.18793565117882e+02	(-1.92803019236964e+01dB,3.31058300727246e+01°)
4.19758983990971e+02	(-1.92743250329280e+01dB,3.31662144683115e+01°)
4.20726628384408e+02	(-1.92683288252816e+01dB,3.32266546845107e+01°)
4.21696503428546e+02	(-1.92623132651089e+01dB,3.32871505035635e+01°)
4.22668614265566e+02	(-1.92562783168652e+01dB,3.33477017065046e+01°)
4.23642966049504e+02	(-1.92502239451164e+01dB,3.34083080731897e+01°)
4.24619563946276e+02	(-1.92441501145407e+01dB,3.34689693822989e+01°)
4.25598413133706e+02	(-1.92380567899190e+01dB,3.35296854112928e+01°)
4.26579518801556e+02	(-1.92319439361497e+01dB,3.35904559364733e+01°)
4.27562886151549e+02	(-1.92258115182451e+01dB,3.36512807329660e+01°)
4.28548520397402e+02	(-1.92196595013255e+01dB,3.37121595746908e+01°)
4.29536426764850e+02	(-1.92134878506302e+01dB,3.37730922344092e+01°)
4.30526610491673e+02	(-1.92072965315142e+01dB,3.38340784837036e+01°)
4.31519076827728e+02	(-1.92010855094501e+01dB,3.38951180929865e+01°)
4.32513831034971e+02	(-1.91948547500288e+01dB,3.39562108314996e+01°)
4.33510878387491e+02	(-1.91886042189594e+01dB,3.40173564673099e+01°)
4.34510224171534e+02	(-1.91823338820728e+01dB,3.40785547673260e+01°)
4.35511873685530e+02	(-1.91760437053245e+01dB,3.41398054973037e+01°)
4.36515832240128e+02	(-1.91697336547868e+01dB,3.42011084218144e+01°)
4.37522105158214e+02	(-1.91634036966615e+01dB,3.42624633042939e+01°)
4.38530697774947e+02	(-1.91570537972756e+01dB,3.43238699070247e+01°)
4.39541615437786e+02	(-1.91506839230778e+01dB,3.43853279911169e+01°)
4.40554863506515e+02	(-1.91442940406506e+01dB,3.44468373165596e+01°)
4.41570447353274e+02	(-1.91378841167003e+01dB,3.45083976421759e+01°)
4.42588372362588e+02	(-1.91314541180661e+01dB,3.45700087256579e+01°)
4.43608643931394e+02	(-1.91250040117167e+01dB,3.46316703235541e+01°)
4.44631267469070e+02	(-1.91185337647545e+01dB,3.46933821912833e+01°)
4.45656248397464e+02	(-1.91120433444110e+01dB,3.47551440831129e+01°)
4.46683592150924e+02	(-1.91055327180608e+01dB,3.48169557522199e+01°)
4.47713304176323e+02	(-1.90990018532032e+01dB,3.48788169506058e+01°)
4.48745389933093e+02	(-1.90924507174815e+01dB,3.49407274291837e+01°)
4.49779854893248e+02	(-1.90858792786756e+01dB,3.50026869377420e+01°)
4.50816704541420e+02	(-1.90792875047029e+01dB,3.50646952249459e+01°)
4.51855944374882e+02	(-1.90726753636204e+01dB,3.51267520383468e+01°)
4.52897579903581e+02	(-1.90660428236289e+01dB,3.51888571244003e+01°)
4.53941616650163e+02	(-1.90593898530676e+01dB,3.52510102284383e+01°)
4.54988060150008e+02	(-1.90527164204234e+01dB,3.53132110947118e+01°)
4.56036915951256e+02	(-1.90460224943262e+01dB,3.53754594663686e+01°)
4.57088189614835e+02	(-1.90393080435488e+01dB,3.54377550854482e+01°)
4.58141886714493e+02	(-1.90325730370136e+01dB,3.55000976929155e+01°)
4.59198012836828e+02	(-1.90258174437901e+01dB,3.55624870286456e+01°)
4.60256573581315e+02	(-1.90190412330964e+01dB,3.56249228314313e+01°)
4.61317574560338e+02	(-1.90122443743033e+01dB,3.56874048389988e+01°)
4.62381021399219e+02	(-1.90054268369264e+01dB,3.57499327879726e+01°)
4.63446919736247e+02	(-1.89985885906399e+01dB,3.58125064139367e+01°)
4.64515275222708e+02	(-1.89917296052694e+01dB,3.58751254514015e+01°)
4.65586093522918e+02	(-1.89848498507922e+01dB,3.59377896338041e+01°)
4.66659380314247e+02	(-1.89779492973445e+01dB,3.60004986935423e+01°)
4.67735141287157e+02	(-1.89710279152177e+01dB,3.60632523619527e+01°)
4.68813382145223e+02	(-1.89640856748618e+01dB,3.61260503693315e+01°)
4.69894108605174e+02	(-1.89571225468824e+01dB,3.61888924449159e+01°)
4.70977326396911e+02	(-1.89501385020500e+01dB,3.62517783169294e+01°)
4.72063041263548e+02	(-1.89431335112913e+01dB,3.63147077125383e+01°)
4.73151258961438e+02	(-1.89361075456966e+01dB,3.63776803578895e+01°)
4.74241985260202e+02	(-1.89290605765185e+01dB,3.64406959781012e+01°)
4.75335225942763e+02	(-1.89219925751774e+01dB,3.65037542972899e+01°)
4.76430986805373e+02	(-1.89149035132525e+01dB,3.65668550385280e+01°)
4.77529273657648e+02	(-1.89077933624942e+01dB,3.66299979239016e+01°)
4.78630092322595e+02	(-1.89006620948186e+01dB,3.66931826744850e+01°)
4.79733448636646e+02	(-1.88935096823073e+01dB,3.67564090103394e+01°)
4.80839348449685e+02	(-1.88863360972168e+01dB,3.68196766505579e+01°)
4.81947797625084e+02	(-1.88791413119698e+01dB,3.68829853132257e+01°)
4.83058802039729e+02	(-1.88719252991599e+01dB,3.69463347154406e+01°)
4.84172367584056e+02	(-1.88646880315550e+01dB,3.70097245733289e+01°)
4.85288500162077e+02	(-1.88574294820966e+01dB,3.70731546020467e+01°)
4.86407205691418e+02	(-1.88501496238993e+01dB,3.71366245157746e+01°)
4.87528490103342e+02	(-1.88428484302535e+01dB,3.72001340277304e+01°)
4.88652359342790e+02	(-1.88355258746269e+01dB,3.72636828501806e+01°)
4.89778819368402e+02	(-1.88281819306609e+01dB,3.73272706944199e+01°)
4.90907876152559e+02	(-1.88208165721803e+01dB,3.73908972708212e+01°)
4.92039535681407e+02	(-1.88134297731889e+01dB,3.74545622888142e+01°)
4.93173803954891e+02	(-1.88060215078675e+01dB,3.75182654568774e+01°)
4.94310686986791e+02	(-1.87985917505785e+01dB,3.75820064825602e+01°)
4.95450190804745e+02	(-1.87911404758694e+01dB,3.76457850725020e+01°)
4.96592321450291e+02	(-1.87836676584707e+01dB,3.77096009324217e+01°)
4.97737084978891e+02	(-1.87761732732943e+01dB,3.77734537671128e+01°)
4.98884487459967e+02	(-1.87686572954414e+01dB,3.78373432804826e+01°)
5.00034534976933e+02	(-1.87611197001958e+01dB,3.79012691755194e+01°)
5.01187233627227e+02	(-1.87535604630313e+01dB,3.79652311543325e+01°)
5.02342589522341e+02	(-1.87459795596066e+01dB,3.80292289181264e+01°)
5.03500608787859e+02	(-1.87383769657719e+01dB,3.80932621672359e+01°)
5.04661297563483e+02	(-1.87307526575687e+01dB,3.81573306011286e+01°)
5.05824662003068e+02	(-1.87231066112248e+01dB,3.82214339183764e+01°)
5.06990708274658e+02	(-1.87154388031640e+01dB,3.82855718167105e+01°)
5.08159442560514e+02	(-1.87077492100014e+01dB,3.83497439929998e+01°)
5.09330871057149e+02	(-1.87000378085451e+01dB,3.84139501432549e+01°)
5.10504999975360e+02	(-1.86923045757986e+01dB,3.84781899626510e+01°)
5.11681835540261e+02	(-1.86845494889608e+01dB,3.85424631455237e+01°)
5.12861383991318e+02	(-1.86767725254271e+01dB,3.86067693853779e+01°)
5.14043651582379e+02	(-1.86689736627894e+01dB,3.86711083748919e+01°)
5.15228644581709e+02	(-1.86611528788386e+01dB,3.87354798059287e+01°)
5.16416369272024e+02	(-1.86533101515650e+01dB,3.87998833695447e+01°)
5.17606831950520e+02	(-1.86454454591555e+01dB,3.88643187559737e+01°)
5.18800038928914e+02	(-1.86375587800028e+01dB,3.89287856546775e+01°)
5.19995996533468e+02	(-1.86296500926976e+01dB,3.89932837543108e+01°)
5.21194711105033e+02	(-1.86217193760334e+01dB,3.90578127427454e+01°)
5.22396188999072e+02	(-1.86137666090079e+01dB,3.91223723070807e+01°)
5.23600436585702e+02	(-1.86057917708230e+01dB,3.91869621336473e+01°)
5.24807460249724e+02	(-1.85977948408836e+01dB,3.92515819080032e+01°)
5.26017266390658e+02	(-1.85897757988040e+01dB,3.93162313149695e+01°)
5.27229861422774e+02	(-1.85817346244025e+01dB,3.93809100386040e+01°)
5.28445251775132e+02	(-1.85736712977031e+01dB,3.94456177622163e+01°)
5.29663443891609e+02	(-1.85655857989428e+01dB,3.95103541684059e+01°)
5.30884444230939e+02	(-1.85574781085626e+01dB,3.95751189390195e+01°)
5.32108259266745e+02	(-1.85493482072165e+01dB,3.96399117552000e+01°)
5.33334895487572e+02	(-1.85411960757679e+01dB,3.97047322973755e+01°)
5.34564359396922e+02	(-1.85330216952902e+01dB,3.97695802452583e+01°)
5.35796657513292e+02	(-1.85248250470735e+01dB,3.98344552778891e+01°)
5.37031796370203e+02	(-1.85166061126121e+01dB,3.98993570735732e+01°)
5.38269782516239e+02	(-1.85083648736233e+01dB,3.99642853099843e+01°)
5.39510622515078e+02	(-1.85001013120335e+01dB,4.00292396640918e+01°)
5.40754322945531e+02	(-1.84918154099849e+01dB,4.00942198122010e+01°)
5.42000890401574e+02	(-1.84835071498355e+01dB,4.01592254299604e+01°)
5.43250331492383e+02	(-1.84751765141603e+01dB,4.02242561923690e+01°)
5.44502652842371e+02	(-1.84668234857506e+01dB,4.02893117737718e+01°)
5.45757861091220e+02	(-1.84584480476168e+01dB,4.03543918478904e+01°)
5.47015962893921e+02	(-1.84500501829838e+01dB,4.04194960877905e+01°)
5.48276964920803e+02	(-1.84416298753047e+01dB,4.04846241659676e+01°)
5.49540873857574e+02	(-1.84331871082418e+01dB,4.05497757542461e+01°)
5.50807696405352e+02	(-1.84247218656851e+01dB,4.06149505238816e+01°)
5.52077439280706e+02	(-1.84162341317449e+01dB,4.06801481455299e+01°)
5.53350109215685e+02	(-1.84077238907488e+01dB,4.07453682892291e+01°)
5.54625712957859e+02	(-1.83991911272534e+01dB,4.08106106244730e+01°)
5.55904257270352e+02	(-1.83906358260342e+01dB,4.08758748201603e+01°)
5.57185748931878e+02	(-1.83820579720925e+01dB,4.09411605446327e+01°)
5.58470194736779e+02	(-1.83734575506513e+01dB,4.10064674656606e+01°)
5.59757601495058e+02	(-1.83648345471628e+01dB,4.10717952504883e+01°)
5.61047976032418e+02	(-1.83561889473005e+01dB,4.11371435657966e+01°)
5.62341325190297e+02	(-1.83475207369671e+01dB,4.12025120777484e+01°)
5.63637655825902e+02	(-1.83388299022912e+01dB,4.12679004519806e+01°)
5.64936974812250e+02	(-1.83301164296280e+01dB,4.13333083536049e+01°)
5.66239289038200e+02	(-1.83213803055628e+01dB,4.13987354472417e+01°)
5.67544605408494e+02	(-1.83126215169052e+01dB,4.14641813969865e+01°)
5.68852930843788e+02	(-1.83038400506988e+01dB,4.15296458664724e+01°)
5.70164272280694e+02	(-1.82950358942134e+01dB,4.15951285188313e+01°)
5.71478636671813e+02	(-1.82862090349496e+01dB,4.16606290167224e+01°)
5.72796030985775e+02	(-1.82773594606394e+01dB,4.17261470223487e+01°)
5.74116462207274e+02	(-1.82684871592458e+01dB,4.17916821974511e+01°)
5.75439937337103e+02	(-1.82595921189611e+01dB,4.18572342033100e+01°)
5.76766463392197e+02	(-1.82506743282149e+01dB,4.19228027007962e+01°)
5.78096047405664e+02	(-1.82417337756621e+01dB,4.19883873503055e+01°)
5.79428696426826e+02	(-1.82327704501974e+01dB,4.20539878118516e+01°)
5.80764417521257e+02	(-1.82237843409468e+01dB,4.21196037450194e+01°)
5.82103217770817e+02	(-1.82147754372669e+01dB,4.21852348089710e+01°)
5.83445104273690e+02	(-1.82057437287533e+01dB,4.22508806624950e+01°)
5.84790084144426e+02	(-1.81966892052354e+01dB,4.23165409639877e+01°)
5.86138164513973e+02	(-1.81876118567758e+01dB,4.23822153714546e+01°)
5.87489352529721e+02	(-1.81785116736749e+01dB,4.24479035425397e+01°)
5.88843655355533e+02	(-1.81693886464683e+01dB,4.25136051345253e+01°)
5.90201080171789e+02	(-1.81602427659276e+01dB,4.25793198043313e+01°)
5.91561634175418e+02	(-1.81510740230631e+01dB,4.26450472085497e+01°)
5.92925324579944e+02	(-1.81418824091213e+01dB,4.27107870034271e+01°)
5.94292158615516e+02	(-1.81326679155840e+01dB,4.27765388448713e+01°)
5.95662143528954e+02	(-1.81234305341769e+01dB,4.28423023885085e+01°)
5.97035286583780e+02	(-1.81141702568583e+01dB,4.29080772896214e+01°)
5.98411595060263e+02	(-1.81048870758262e+01dB,4.29738632031976e+01°)
5.99791076255452e+02	(-1.80955809835205e+01dB,4.30396597839556e+01°)
6.01173737483221e+02	(-1.80862519726174e+01dB,4.31054666863082e+01°)
6.02559586074301e+02	(-1.80769000360352e+01dB,4.31712835644156e+01°)
6.03948629376322e+02	(-1.80675251669291e+01dB,4.32371100721540e+01°)
6.05340874753856e+02	(-1.80581273586975e+01dB,4.33029458631610e+01°)
6.06736329588448e+02	(-1.80487066049786e+01dB,4.33687905908284e+01°)
6.08135001278660e+02	(-1.80392628996482e+01dB,4.34346439082893e+01°)
6.09536897240111e+02	(-1.80297962368286e+01dB,4.35005054684841e+01°)
6.10942024905514e+02	(-1.80203066108780e+01dB,4.35663749241007e+01°)
6.12350391724715e+02	(-1.80107940164000e+01dB,4.36322519276433e+01°)
6.13762005164736e+02	(-1.80012584482397e+01dB,4.36981361314133e+01°)
6.15176872709809e+02	(-1.79916999014801e+01dB,4.37640271874969e+01°)
6.16595001861423e+02	(-1.79821183714511e+01dB,4.38299247478263e+01°)
6.18016400138357e+02	(-1.79725138537234e+01dB,4.38958284641536e+01°)
6.19441075076722e+02	(-1.79628863441078e+01dB,4.39617379880503e+01°)
6.20869034230004e+02	(-1.79532358386618e+01dB,4.40276529709604e+01°)
6.22300285169100e+02	(-1.79435623336841e+01dB,4.40935730641697e+01°)
6.23734835482360e+02	(-1.79338658257145e+01dB,4.41594979188170e+01°)
6.25172692775626e+02	(-1.79241463115401e+01dB,4.42254271859411e+01°)
6.26613864672275e+02	(-1.79144037881863e+01dB,4.42913605164302e+01°)
6.28058358813258e+02	(-1.79046382529270e+01dB,4.43572975610971e+01°)
6.29506182857137e+02	(-1.78948497032773e+01dB,4.44232379706398e+01°)
6.30957344480133e+02	(-1.78850381369941e+01dB,4.44891813956553e+01°)
6.32411851376159e+02	(-1.78752035520803e+01dB,4.45551274866746e+01°)
6.33869711256866e+02	(-1.78653459467845e+01dB,4.46210758941671e+01°)
6.35330931851683e+02	(-1.78554653195944e+01dB,4.46870262685103e+01°)
6.36795520907855e+02	(-1.78455616692454e+01dB,4.47529782600544e+01°)
6.38263486190487e+02	(-1.78356349947157e+01dB,4.48189315190964e+01°)
6.39734835482587e+02	(-1.78256852952292e+01dB,4.48848856959091e+01°)
6.41209576585100e+02	(-1.78157125702504e+01dB,4.49508404407185e+01°)
6.42687717316958e+02	(-1.78057168194920e+01dB,4.50167954037598e+01°)
6.44169265515115e+02	(-1.77956980429069e+01dB,4.50827502352394e+01°)
6.45654229034593e+02	(-1.77856562406951e+01dB,4.51487045853804e+01°)
6.47142615748521e+02	(-1.77755914132997e+01dB,4.52146581044153e+01°)
6.48634433548176e+02	(-1.77655035614083e+01dB,4.52806104426002e+01°)
6.50129690343028e+02	(-1.77553926859518e+01dB,4.53465612502130e+01°)
6.51628394060780e+02	(-1.77452587881064e+01dB,4.54125101775836e+01°)
6.53130552647409e+02	(-1.77351018692910e+01dB,4.54784568750804e+01°)
6.54636174067212e+02	(-1.77249219311698e+01dB,4.55444009931388e+01°)
6.56145266302842e+02	(-1.77147189756487e+01dB,4.56103421822494e+01°)
6.57657837355357e+02	(-1.77044930048813e+01dB,4.56762800930036e+01°)
6.59173895244257e+02	(-1.76942440212591e+01dB,4.57422143760421e+01°)
6.60693448007532e+02	(-1.76839720274239e+01dB,4.58081446821431e+01°)
6.62216503701698e+02	(-1.76736770262559e+01dB,4.58740706621572e+01°)
6.63743070401844e+02	(-1.76633590208802e+01dB,4.59399919670597e+01°)
