Freq.	V(4,3)/V(A)
9.35405674147503e+01	(-1.19757751426129e+01dB,8.00193238469808e+01°)
9.37562006925832e+01	(-1.19563772516694e+01dB,7.99967801889808e+01°)
9.39723310564589e+01	(-1.19369820558921e+01dB,7.99741877019386e+01°)
9.41889596522792e+01	(-1.19175895669706e+01dB,7.99515462941765e+01°)
9.44060876285874e+01	(-1.18981997966371e+01dB,7.99288558739359e+01°)
9.46237161365744e+01	(-1.18788127566619e+01dB,7.99061163493704e+01°)
9.48418463300848e+01	(-1.18594284588791e+01dB,7.98833276285774e+01°)
9.50604793656232e+01	(-1.18400469151695e+01dB,7.98604896195797e+01°)
9.52796164023602e+01	(-1.18206681374642e+01dB,7.98376022303281e+01°)
9.54992586021386e+01	(-1.18012921377215e+01dB,7.98146653686762e+01°)
9.57194071294794e+01	(-1.17819189279646e+01dB,7.97916789424247e+01°)
9.59400631515883e+01	(-1.17625485202680e+01dB,7.97686428593059e+01°)
9.61612278383614e+01	(-1.17431809267447e+01dB,7.97455570269689e+01°)
9.63829023623920e+01	(-1.17238161595619e+01dB,7.97224213529997e+01°)
9.66050878989763e+01	(-1.17044542309400e+01dB,7.96992357449187e+01°)
9.68277856261198e+01	(-1.16850951531344e+01dB,7.96760001101614e+01°)
9.70509967245439e+01	(-1.16657389384661e+01dB,7.96527143561147e+01°)
9.72747223776914e+01	(-1.16463855993003e+01dB,7.96293783900910e+01°)
9.74989637717336e+01	(-1.16270351480332e+01dB,7.96059921193145e+01°)
9.77237220955759e+01	(-1.16076875971442e+01dB,7.95825554509833e+01°)
9.79489985408647e+01	(-1.15883429591415e+01dB,7.95590682922049e+01°)
9.81747943019932e+01	(-1.15690012465890e+01dB,7.95355305500290e+01°)
9.84011105761082e+01	(-1.15496624720937e+01dB,7.95119421314334e+01°)
9.86279485631158e+01	(-1.15303266483170e+01dB,7.94883029433371e+01°)
9.88553094656886e+01	(-1.15109937879721e+01dB,7.94646128925987e+01°)
9.90831944892715e+01	(-1.14916639038399e+01dB,7.94408718860364e+01°)
9.93116048420881e+01	(-1.14723370087113e+01dB,7.94170798303572e+01°)
9.95405417351474e+01	(-1.14530131154673e+01dB,7.93932366322565e+01°)
9.97700063822500e+01	(-1.14336922370192e+01dB,7.93693421983450e+01°)
9.99999999999947e+01	(-1.14143743863392e+01dB,7.93453964351868e+01°)
1.00230523807785e+02	(-1.13950595764522e+01dB,7.93213992492897e+01°)
1.00461579027834e+02	(-1.13757478204159e+01dB,7.92973505470820e+01°)
1.00693166885175e+02	(-1.13564391313599e+01dB,7.92732502349603e+01°)
1.00925288607663e+02	(-1.13371335224661e+01dB,7.92490982192676e+01°)
1.01157945425984e+02	(-1.13178310069588e+01dB,7.92248944062798e+01°)
1.01391138573662e+02	(-1.12985315981089e+01dB,7.92006387022124e+01°)
1.01624869287064e+02	(-1.12792353092733e+01dB,7.91763310132706e+01°)
1.01859138805406e+02	(-1.12599421538141e+01dB,7.91519712455482e+01°)
1.02093948370762e+02	(-1.12406521451781e+01dB,7.91275593051289e+01°)
1.02329299228070e+02	(-1.12213652968612e+01dB,7.91030950980405e+01°)
1.02565192625135e+02	(-1.12020816223996e+01dB,7.90785785302470e+01°)
1.02801629812642e+02	(-1.11828011353927e+01dB,7.90540095076752e+01°)
1.03038612044156e+02	(-1.11635238495017e+01dB,7.90293879362166e+01°)
1.03276140576134e+02	(-1.11442497784273e+01dB,7.90047137216981e+01°)
1.03514216667929e+02	(-1.11249789359245e+01dB,7.89799867699009e+01°)
1.03752841581796e+02	(-1.11057113358058e+01dB,7.89552069865674e+01°)
1.03992016582900e+02	(-1.10864469919508e+01dB,7.89303742774125e+01°)
1.04231742939325e+02	(-1.10671859182726e+01dB,7.89054885480816e+01°)
1.04472021922074e+02	(-1.10479281287482e+01dB,7.88805497041905e+01°)
1.04712854805084e+02	(-1.10286736374066e+01dB,7.88555576513115e+01°)
1.04954242865227e+02	(-1.10094224583428e+01dB,7.88305122949908e+01°)
1.05196187382317e+02	(-1.09901746056914e+01dB,7.88054135407164e+01°)
1.05438689639120e+02	(-1.09709300936492e+01dB,7.87802612939469e+01°)
1.05681750921360e+02	(-1.09516889364683e+01dB,7.87550554601049e+01°)
1.05925372517723e+02	(-1.09324511484658e+01dB,7.87297959445889e+01°)
1.06169555719867e+02	(-1.09132167439845e+01dB,7.87044826527231e+01°)
1.06414301822426e+02	(-1.08939857374668e+01dB,7.86791154898562e+01°)
1.06659612123020e+02	(-1.08747581433725e+01dB,7.86536943612524e+01°)
1.06905487922260e+02	(-1.08555339762413e+01dB,7.86282191721759e+01°)
1.07151930523755e+02	(-1.08363132506622e+01dB,7.86026898278502e+01°)
1.07398941234119e+02	(-1.08170959812792e+01dB,7.85771062334674e+01°)
1.07646521362978e+02	(-1.07978821827849e+01dB,7.85514682941801e+01°)
1.07894672222977e+02	(-1.07786718699481e+01dB,7.85257759151389e+01°)
1.08143395129788e+02	(-1.07594650575807e+01dB,7.85000290014491e+01°)
1.08392691402114e+02	(-1.07402617605628e+01dB,7.84742274582054e+01°)
1.08642562361701e+02	(-1.07210619938115e+01dB,7.84483711904505e+01°)
1.08893009333337e+02	(-1.07018657723341e+01dB,7.84224601032480e+01°)
1.09144033644870e+02	(-1.06826731111572e+01dB,7.83964941015866e+01°)
1.09395636627203e+02	(-1.06634840253903e+01dB,7.83704730904687e+01°)
1.09647819614312e+02	(-1.06442985302048e+01dB,7.83443969748808e+01°)
1.09900583943246e+02	(-1.06251166408070e+01dB,7.83182656597598e+01°)
1.10153930954135e+02	(-1.06059383724918e+01dB,7.82920790500650e+01°)
1.10407861990201e+02	(-1.05867637405828e+01dB,7.82658370506986e+01°)
1.10662378397760e+02	(-1.05675927604852e+01dB,7.82395395665784e+01°)
1.10917481526234e+02	(-1.05484254476467e+01dB,7.82131865025856e+01°)
1.11173172728153e+02	(-1.05292618175952e+01dB,7.81867777636170e+01°)
1.11429453359167e+02	(-1.05101018858897e+01dB,7.81603132545186e+01°)
1.11686324778050e+02	(-1.04909456681751e+01dB,7.81337928801616e+01°)
1.11943788346709e+02	(-1.04717931801449e+01dB,7.81072165453930e+01°)
1.12201845430190e+02	(-1.04526444375411e+01dB,7.80805841550358e+01°)
1.12460497396686e+02	(-1.04334994561895e+01dB,7.80538956139377e+01°)
1.12719745617545e+02	(-1.04143582519617e+01dB,7.80271508269214e+01°)
1.12979591467273e+02	(-1.03952208407873e+01dB,7.80003496988013e+01°)
1.13240036323549e+02	(-1.03760872386614e+01dB,7.79734921343954e+01°)
1.13501081567225e+02	(-1.03569574616388e+01dB,7.79465780385179e+01°)
1.13762728582337e+02	(-1.03378315258348e+01dB,7.79196073159808e+01°)
1.14024978756110e+02	(-1.03187094474285e+01dB,7.78925798716010e+01°)
1.14287833478971e+02	(-1.02995912426654e+01dB,7.78654956102044e+01°)
1.14551294144547e+02	(-1.02804769278378e+01dB,7.78383544365983e+01°)
1.14815362149682e+02	(-1.02613665193015e+01dB,7.78111562555975e+01°)
1.15080038894437e+02	(-1.02422600334948e+01dB,7.77839009720511e+01°)
1.15345325782103e+02	(-1.02231574868879e+01dB,7.77565884907723e+01°)
1.15611224219203e+02	(-1.02040588960361e+01dB,7.77292187166154e+01°)
1.15877735615506e+02	(-1.01849642775512e+01dB,7.77017915544355e+01°)
1.16144861384028e+02	(-1.01658736480991e+01dB,7.76743069090869e+01°)
1.16412602941043e+02	(-1.01467870244209e+01dB,7.76467646854534e+01°)
1.16680961706090e+02	(-1.01277044233037e+01dB,7.76191647884081e+01°)
1.16949939101980e+02	(-1.01086258616219e+01dB,7.75915071228745e+01°)
1.17219536554806e+02	(-1.00895513562872e+01dB,7.75637915937540e+01°)
1.17489755493946e+02	(-1.00704809242892e+01dB,7.75360181059878e+01°)
1.17760597352074e+02	(-1.00514145826894e+01dB,7.75081865645469e+01°)
1.18032063565166e+02	(-1.00323523485851e+01dB,7.74802968743834e+01°)
1.18304155572510e+02	(-1.00132942391594e+01dB,7.74523489405020e+01°)
1.18576874816709e+02	(-9.99424027165661e+00dB,7.74243426679272e+01°)
1.18850222743695e+02	(-9.97519046338468e+00dB,7.73962779617069e+01°)
1.19124200802731e+02	(-9.95614483170777e+00dB,7.73681547269033e+01°)
1.19398810446420e+02	(-9.93710339406530e+00dB,7.73399728686218e+01°)
1.19674053130717e+02	(-9.91806616795021e+00dB,7.73117322919803e+01°)
1.19949930314931e+02	(-9.89903317094073e+00dB,7.72834329021574e+01°)
1.20226443461734e+02	(-9.88000442064711e+00dB,7.72550746043143e+01°)
1.20503594037173e+02	(-9.86097993477457e+00dB,7.72266573036900e+01°)
1.20781383510671e+02	(-9.84195973108005e+00dB,7.71981809055382e+01°)
1.21059813355041e+02	(-9.82294382738700e+00dB,7.71696453151504e+01°)
1.21338885046491e+02	(-9.80393224159388e+00dB,7.71410504378698e+01°)
1.21618600064630e+02	(-9.78492499164750e+00dB,7.71123961790525e+01°)
1.21898959892480e+02	(-9.76592209557923e+00dB,7.70836824441239e+01°)
1.22179966016480e+02	(-9.74692357146476e+00dB,7.70549091385190e+01°)
1.22461619926498e+02	(-9.72792943747040e+00dB,7.70260761677524e+01°)
1.22743923115834e+02	(-9.70893971180723e+00dB,7.69971834373527e+01°)
1.23026877081231e+02	(-9.68995441277855e+00dB,7.69682308529340e+01°)
1.23310483322884e+02	(-9.67097355872701e+00dB,7.69392183201169e+01°)
1.23594743344444e+02	(-9.65199716807726e+00dB,7.69101457445959e+01°)
1.23879658653030e+02	(-9.63302525932365e+00dB,7.68810130321207e+01°)
1.24165230759234e+02	(-9.61405785101388e+00dB,7.68518200884735e+01°)
1.24451461177131e+02	(-9.59509496177133e+00dB,7.68225668195044e+01°)
1.24738351424287e+02	(-9.57613661029494e+00dB,7.67932531311321e+01°)
1.25025903021765e+02	(-9.55718281533918e+00dB,7.67638789293152e+01°)
1.25314117494134e+02	(-9.53823359573564e+00dB,7.67344441200865e+01°)
1.25602996369480e+02	(-9.51928897037182e+00dB,7.67049486095214e+01°)
1.25892541179409e+02	(-9.50034895821820e+00dB,7.66753923037818e+01°)
1.26182753459060e+02	(-9.48141357830004e+00dB,7.66457751090738e+01°)
1.26473634747108e+02	(-9.46248284971646e+00dB,7.66160969316778e+01°)
1.26765186585777e+02	(-9.44355679164725e+00dB,7.65863576779620e+01°)
1.27057410520847e+02	(-9.42463542332504e+00dB,7.65565572543397e+01°)
1.27350308101659e+02	(-9.40571876405513e+00dB,7.65266955673014e+01°)
1.27643880881127e+02	(-9.38680683321469e+00dB,7.64967725234158e+01°)
1.27938130415745e+02	(-9.36789965025428e+00dB,7.64667880293337e+01°)
1.28233058265595e+02	(-9.34899723467622e+00dB,7.64367419917543e+01°)
1.28528665994354e+02	(-9.33009960607946e+00dB,7.64066343174994e+01°)
1.28824955169306e+02	(-9.31120678411780e+00dB,7.63764649134471e+01°)
1.29121927361346e+02	(-9.29231878850672e+00dB,7.63462336865452e+01°)
1.29419584144991e+02	(-9.27343563905063e+00dB,7.63159405438559e+01°)
1.29717927098388e+02	(-9.25455735561493e+00dB,7.62855853925126e+01°)
1.30016957803321e+02	(-9.23568395812142e+00dB,7.62551681397144e+01°)
1.30316677845222e+02	(-9.21681546659378e+00dB,7.62246886928000e+01°)
1.30617088813176e+02	(-9.19795190110468e+00dB,7.61941469591655e+01°)
1.30918192299933e+02	(-9.17909328179332e+00dB,7.61635428462933e+01°)
1.31219989901912e+02	(-9.16023962888894e+00dB,7.61328762617916e+01°)
1.31522483219216e+02	(-9.14139096267973e+00dB,7.61021471133465e+01°)
1.31825673855633e+02	(-9.12254730352778e+00dB,7.60713553087475e+01°)
1.32129563418650e+02	(-9.10370867186514e+00dB,7.60405007558824e+01°)
1.32434153519459e+02	(-9.08487508820087e+00dB,7.60095833627512e+01°)
1.32739445772966e+02	(-9.06604657310774e+00dB,7.59786030374453e+01°)
1.33045441797801e+02	(-9.04722314723701e+00dB,7.59475596881741e+01°)
1.33352143216324e+02	(-9.02840483130909e+00dB,7.59164532232507e+01°)
1.33659551654636e+02	(-9.00959164611949e+00dB,7.58852835511042e+01°)
1.33967668742585e+02	(-8.99078361253318e+00dB,7.58540505802709e+01°)
1.34276496113778e+02	(-8.97198075148475e+00dB,7.58227542193983e+01°)
1.34586035405587e+02	(-8.95318308399229e+00dB,7.57913943772677e+01°)
1.34896288259157e+02	(-8.93439063113181e+00dB,7.57599709627547e+01°)
1.35207256319420e+02	(-8.91560341407502e+00dB,7.57284838848938e+01°)
1.35518941235095e+02	(-8.89682145403281e+00dB,7.56969330527853e+01°)
1.35831344658707e+02	(-8.87804477233000e+00dB,7.56653183757232e+01°)
1.36144468246587e+02	(-8.85927339032376e+00dB,7.56336397630591e+01°)
1.36458313658884e+02	(-8.84050732947491e+00dB,7.56018971243243e+01°)
1.36772882559577e+02	(-8.82174661130928e+00dB,7.55700903691667e+01°)
1.37088176616477e+02	(-8.80299125741988e+00dB,7.55382194073564e+01°)
1.37404197501243e+02	(-8.78424128948430e+00dB,7.55062841488168e+01°)
1.37720946889386e+02	(-8.76549672924597e+00dB,7.54742845035943e+01°)
1.38038426460280e+02	(-8.74675759852932e+00dB,7.54422203818872e+01°)
1.38356637897170e+02	(-8.72802391922887e+00dB,7.54100916940271e+01°)
1.38675582887180e+02	(-8.70929571330131e+00dB,7.53778983504695e+01°)
1.38995263121327e+02	(-8.69057300281045e+00dB,7.53456402618708e+01°)
1.39315680294522e+02	(-8.67185580986886e+00dB,7.53133173389913e+01°)
1.39636836105585e+02	(-8.65314415666542e+00dB,7.52809294927442e+01°)
1.39958732257253e+02	(-8.63443806547198e+00dB,7.52484766342085e+01°)
1.40281370456187e+02	(-8.61573755864074e+00dB,7.52159586746275e+01°)
1.40604752412983e+02	(-8.59704265857628e+00dB,7.51833755253613e+01°)
1.40928879842179e+02	(-8.57835338778798e+00dB,7.51507270979806e+01°)
1.41253754462267e+02	(-8.55966976884065e+00dB,7.51180133041826e+01°)
1.41579377995699e+02	(-8.54099182438380e+00dB,7.50852340558436e+01°)
1.41905752168901e+02	(-8.52231957713215e+00dB,7.50523892649879e+01°)
1.42232878712273e+02	(-8.50365304989878e+00dB,7.50194788438470e+01°)
1.42560759360210e+02	(-8.48499226553804e+00dB,7.49865027047621e+01°)
1.42889395851101e+02	(-8.46633724702314e+00dB,7.49534607603222e+01°)
1.43218789927346e+02	(-8.44768801736450e+00dB,7.49203529232229e+01°)
1.43548943335357e+02	(-8.42904459967716e+00dB,7.48871791063868e+01°)
1.43879857825576e+02	(-8.41040701712833e+00dB,7.48539392228737e+01°)
1.44211535152478e+02	(-8.39177529299117e+00dB,7.48206331859772e+01°)
1.44543977074584e+02	(-8.37314945058739e+00dB,7.47872609091253e+01°)
1.44877185354467e+02	(-8.35452951333308e+00dB,7.47538223059645e+01°)
1.45211161758765e+02	(-8.33591550471142e+00dB,7.47203172903125e+01°)
1.45545908058188e+02	(-8.31730744829764e+00dB,7.46867457762059e+01°)
1.45881426027526e+02	(-8.29870536771980e+00dB,7.46531076778311e+01°)
1.46217717445663e+02	(-8.28010928670207e+00dB,7.46194029096058e+01°)
1.46554784095582e+02	(-8.26151922904969e+00dB,7.45856313861526e+01°)
1.46892627764378e+02	(-8.24293521863090e+00dB,7.45517930222688e+01°)
1.47231250243263e+02	(-8.22435727939793e+00dB,7.45178877329681e+01°)
1.47570653327580e+02	(-8.20578543538349e+00dB,7.44839154334750e+01°)
1.47910838816812e+02	(-8.18721971069394e+00dB,7.44498760392151e+01°)
1.48251808514586e+02	(-8.16866012951743e+00dB,7.44157694658328e+01°)
1.48593564228691e+02	(-8.15010671611896e+00dB,7.43815956291836e+01°)
1.48936107771082e+02	(-8.13155949483591e+00dB,7.43473544453291e+01°)
1.49279440957890e+02	(-8.11301849008944e+00dB,7.43130458305600e+01°)
1.49623565609434e+02	(-8.09448372639213e+00dB,7.42786697014119e+01°)
1.49968483550228e+02	(-8.07595522831105e+00dB,7.42442259746013e+01°)
1.50314196608993e+02	(-8.05743302050345e+00dB,7.42097145670918e+01°)
1.50660706618665e+02	(-8.03891712770415e+00dB,7.41751353960744e+01°)
1.51008015416405e+02	(-8.02040757473028e+00dB,7.41404883789791e+01°)
1.51356124843611e+02	(-8.00190438647522e+00dB,7.41057734334643e+01°)
1.51705036745924e+02	(-7.98340758790702e+00dB,7.40709904774186e+01°)
1.52054752973240e+02	(-7.96491720407807e+00dB,7.40361394289795e+01°)
1.52405275379720e+02	(-7.94643326012772e+00dB,7.40012202065418e+01°)
1.52756605823798e+02	(-7.92795578125038e+00dB,7.39662327286996e+01°)
1.53108746168193e+02	(-7.90948479275427e+00dB,7.39311769143599e+01°)
1.53461698279920e+02	(-7.89102031998557e+00dB,7.38960526826019e+01°)
1.53815464030294e+02	(-7.87256238840697e+00dB,7.38608599528276e+01°)
1.54170045294946e+02	(-7.85411102355018e+00dB,7.38255986446748e+01°)
1.54525443953832e+02	(-7.83566625101274e+00dB,7.37902686780140e+01°)
1.54881661891238e+02	(-7.81722809647730e+00dB,7.37548699729866e+01°)
1.55238700995798e+02	(-7.79879658572865e+00dB,7.37194024500408e+01°)
1.55596563160498e+02	(-7.78037174459537e+00dB,7.36838660298225e+01°)
1.55955250282685e+02	(-7.76195359901259e+00dB,7.36482606332979e+01°)
1.56314764264085e+02	(-7.74354217499369e+00dB,7.36125861817027e+01°)
1.56675107010805e+02	(-7.72513749861485e+00dB,7.35768425965135e+01°)
1.57036280433345e+02	(-7.70673959604678e+00dB,7.35410297995131e+01°)
1.57398286446612e+02	(-7.68834849354426e+00dB,7.35051477127722e+01°)
1.57761126969925e+02	(-7.66996421742622e+00dB,7.34691962586138e+01°)
1.58124803927028e+02	(-7.65158679409845e+00dB,7.34331753596597e+01°)
1.58489319246101e+02	(-7.63321625005893e+00dB,7.33970849388438e+01°)
1.58854674859768e+02	(-7.61485261187249e+00dB,7.33609249193662e+01°)
1.59220872705107e+02	(-7.59649590618983e+00dB,7.33246952247311e+01°)
1.59587914723663e+02	(-7.57814615974194e+00dB,7.32883957787413e+01°)
1.59955802861457e+02	(-7.55980339934025e+00dB,7.32520265054993e+01°)
1.60324539068994e+02	(-7.54146765187412e+00dB,7.32155873294054e+01°)
1.60694125301277e+02	(-7.52313894431869e+00dB,7.31790781751773e+01°)
1.61064563517817e+02	(-7.50481730372576e+00dB,7.31424989678334e+01°)
1.61435855682638e+02	(-7.48650275722380e+00dB,7.31058496326963e+01°)
1.61808003764296e+02	(-7.46819533204196e+00dB,7.30691300954439e+01°)
1.62181009735883e+02	(-7.44989505546862e+00dB,7.30323402820290e+01°)
1.62554875575038e+02	(-7.43160195488258e+00dB,7.29954801187443e+01°)
1.62929603263962e+02	(-7.41331605773918e+00dB,7.29585495321986e+01°)
1.63305194789423e+02	(-7.39503739157736e+00dB,7.29215484493326e+01°)
1.63681652142770e+02	(-7.37676598402364e+00dB,7.28844767974310e+01°)
1.64058977319943e+02	(-7.35850186277214e+00dB,7.28473345040844e+01°)
1.64437172321482e+02	(-7.34024505560458e+00dB,7.28101214972329e+01°)
1.64816239152540e+02	(-7.32199559039942e+00dB,7.27728377051880e+01°)
1.65196179822891e+02	(-7.30375349508836e+00dB,7.27354830565470e+01°)
1.65576996346942e+02	(-7.28551879770672e+00dB,7.26980574802983e+01°)
1.65958690743745e+02	(-7.26729152635224e+00dB,7.26605609057408e+01°)
1.66341265037006e+02	(-7.24907170921976e+00dB,7.26229932625577e+01°)
1.66724721255095e+02	(-7.23085937457961e+00dB,7.25853544807751e+01°)
1.67109061431060e+02	(-7.21265455078472e+00dB,7.25476444907804e+01°)
1.67494287602633e+02	(-7.19445726625988e+00dB,7.25098632233026e+01°)
1.67880401812245e+02	(-7.17626754953340e+00dB,7.24720106094804e+01°)
1.68267406107036e+02	(-7.15808542919098e+00dB,7.24340865807716e+01°)
1.68655302538863e+02	(-7.13991093391006e+00dB,7.23960910690255e+01°)
1.69044093164315e+02	(-7.12174409246082e+00dB,7.23580240064894e+01°)
1.69433780044722e+02	(-7.10358493366732e+00dB,7.23198853257308e+01°)
1.69824365246163e+02	(-7.08543348645550e+00dB,7.22816749597395e+01°)
1.70215850839484e+02	(-7.06728977983253e+00dB,7.22433928418896e+01°)
1.70608238900301e+02	(-7.04915384288027e+00dB,7.22050389059276e+01°)
1.71001531509017e+02	(-7.03102570476792e+00dB,7.21666130860027e+01°)
1.71395730750831e+02	(-7.01290539473440e+00dB,7.21281153166331e+01°)
1.71790838715747e+02	(-6.99479294211904e+00dB,7.20895455327740e+01°)
1.72186857498589e+02	(-6.97668837631244e+00dB,7.20509036697163e+01°)
1.72583789199009e+02	(-6.95859172682917e+00dB,7.20121896632452e+01°)
1.72981635921499e+02	(-6.94050302322463e+00dB,7.19734034494662e+01°)
1.73380399775402e+02	(-6.92242229515314e+00dB,7.19345449649321e+01°)
1.73780082874926e+02	(-6.90434957236076e+00dB,7.18956141466312e+01°)
1.74180687339150e+02	(-6.88628488465485e+00dB,7.18566109319258e+01°)
1.74582215292039e+02	(-6.86822826193684e+00dB,7.18175352586254e+01°)
1.74984668862454e+02	(-6.85017973418123e+00dB,7.17783870649457e+01°)
1.75388050184164e+02	(-6.83213933144578e+00dB,7.17391662895326e+01°)
1.75792361395858e+02	(-6.81410708387592e+00dB,7.16998728714768e+01°)
1.76197604641151e+02	(-6.79608302169378e+00dB,7.16605067502930e+01°)
1.76603782068605e+02	(-6.77806717519595e+00dB,7.16210678659179e+01°)
1.77010895831730e+02	(-6.76005957476858e+00dB,7.15815561587468e+01°)
1.77418948089005e+02	(-6.74206025088507e+00dB,7.15419715696330e+01°)
1.77827941003880e+02	(-6.72406923407873e+00dB,7.15023140398303e+01°)
1.78237876744797e+02	(-6.70608655498158e+00dB,7.14625835110822e+01°)
1.78648757485193e+02	(-6.68811224430087e+00dB,7.14227799255739e+01°)
1.79060585403517e+02	(-6.67014633282191e+00dB,7.13829032259421e+01°)
1.79473362683241e+02	(-6.65218885141914e+00dB,7.13429533553031e+01°)
1.79887091512867e+02	(-6.63423983103343e+00dB,7.13029302572054e+01°)
1.80301774085945e+02	(-6.61629930269738e+00dB,7.12628338756908e+01°)
1.80717412601081e+02	(-6.59836729752636e+00dB,7.12226641552770e+01°)
1.81134009261948e+02	(-6.58044384670285e+00dB,7.11824210409275e+01°)
1.81551566277301e+02	(-6.56252898150117e+00dB,7.11421044781087e+01°)
1.81970085860986e+02	(-6.54462273327164e+00dB,7.11017144127603e+01°)
1.82389570231952e+02	(-6.52672513344705e+00dB,7.10612507913120e+01°)
1.82810021614262e+02	(-6.50883621353749e+00dB,7.10207135606762e+01°)
1.83231442237109e+02	(-6.49095600514018e+00dB,7.09801026682741e+01°)
1.83653834334822e+02	(-6.47308453991434e+00dB,7.09394180619819e+01°)
1.84077200146883e+02	(-6.45522184961898e+00dB,7.08986596902212e+01°)
1.84501541917935e+02	(-6.43736796609137e+00dB,7.08578275019131e+01°)
1.84926861897795e+02	(-6.41952292122513e+00dB,7.08169214464325e+01°)
1.85353162341469e+02	(-6.40168674702246e+00dB,7.07759414737312e+01°)
1.85780445509157e+02	(-6.38385947554665e+00dB,7.07348875342330e+01°)
1.86208713666274e+02	(-6.36604113895040e+00dB,7.06937595789020e+01°)
1.86637969083454e+02	(-6.34823176946153e+00dB,7.06525575592151e+01°)
1.87068214036567e+02	(-6.33043139938129e+00dB,7.06112814271600e+01°)
1.87499450806729e+02	(-6.31264006110392e+00dB,7.05699311352863e+01°)
1.87931681680314e+02	(-6.29485778708399e+00dB,7.05285066366317e+01°)
1.88364908948967e+02	(-6.27708460987410e+00dB,7.04870078848156e+01°)
1.88799134909616e+02	(-6.25932056208949e+00dB,7.04454348339597e+01°)
1.89234361864485e+02	(-6.24156567644279e+00dB,7.04037874387725e+01°)
1.89670592121102e+02	(-6.22381998569400e+00dB,7.03620656544371e+01°)
1.90107827992317e+02	(-6.20608352271547e+00dB,7.03202694367676e+01°)
1.90546071796312e+02	(-6.18835632043198e+00dB,7.02783987420719e+01°)
1.90985325856611e+02	(-6.17063841186352e+00dB,7.02364535272565e+01°)
1.91425592502095e+02	(-6.15292983009999e+00dB,7.01944337497714e+01°)
1.91866874067016e+02	(-6.13523060830089e+00dB,7.01523393676129e+01°)
1.92309172891003e+02	(-6.11754077972847e+00dB,7.01101703394063e+01°)
1.92752491319080e+02	(-6.09986037768884e+00dB,7.00679266242705e+01°)
1.93196831701679e+02	(-6.08218943559541e+00dB,7.00256081819730e+01°)
1.93642196394647e+02	(-6.06452798691535e+00dB,6.99832149728063e+01°)
1.94088587759264e+02	(-6.04687606521153e+00dB,6.99407469576919e+01°)
1.94536008162253e+02	(-6.02923370410659e+00dB,6.98982040980990e+01°)
1.94984459975791e+02	(-6.01160093731959e+00dB,6.98555863561368e+01°)
1.95433945577526e+02	(-5.99397779861900e+00dB,6.98128936944451e+01°)
1.95884467350585e+02	(-5.97636432187182e+00dB,6.97701260763166e+01°)
1.96336027683591e+02	(-5.95876054100943e+00dB,6.97272834656200e+01°)
1.96788628970671e+02	(-5.94116649005598e+00dB,6.96843658268720e+01°)
1.97242273611472e+02	(-5.92358220308729e+00dB,6.96413731251415e+01°)
1.97696964011172e+02	(-5.90600771426269e+00dB,6.95983053261326e+01°)
1.98152702580496e+02	(-5.88844305782419e+00dB,6.95551623961856e+01°)
1.98609491735723e+02	(-5.87088826808574e+00dB,6.95119443022555e+01°)
1.99067333898705e+02	(-5.85334337943832e+00dB,6.94686510119300e+01°)
1.99526231496874e+02	(-5.83580842633182e+00dB,6.94252824933871e+01°)
1.99986186963261e+02	(-5.81828344331311e+00dB,6.93818387154950e+01°)
2.00447202736502e+02	(-5.80076846498609e+00dB,6.93383196477174e+01°)
2.00909281260859e+02	(-5.78326352603491e+00dB,6.92947252601743e+01°)
2.01372424986225e+02	(-5.76576866121928e+00dB,6.92510555236371e+01°)
2.01836636368142e+02	(-5.74828390536328e+00dB,6.92073104095031e+01°)
2.02301917867813e+02	(-5.73080929338020e+00dB,6.91634898898624e+01°)
2.02768271952114e+02	(-5.71334486024858e+00dB,6.91195939374429e+01°)
2.03235701093608e+02	(-5.69589064101518e+00dB,6.90756225256229e+01°)
2.03704207770558e+02	(-5.67844667079672e+00dB,6.90315756284378e+01°)
2.04173794466939e+02	(-5.66101298479564e+00dB,6.89874532206264e+01°)
2.04644463672453e+02	(-5.64358961827191e+00dB,6.89432552775631e+01°)
2.05116217882542e+02	(-5.62617660657227e+00dB,6.88989817753371e+01°)
2.05589059598400e+02	(-5.60877398509932e+00dB,6.88546326906782e+01°)
2.06062991326986e+02	(-5.59138178933787e+00dB,6.88102080010284e+01°)
2.06538015581038e+02	(-5.57400005483075e+00dB,6.87657076844848e+01°)
2.07014134879090e+02	(-5.55662881721367e+00dB,6.87211317198934e+01°)
2.07491351745476e+02	(-5.53926811218110e+00dB,6.86764800867666e+01°)
2.07969668710355e+02	(-5.52191797548102e+00dB,6.86317527652740e+01°)
2.08449088309714e+02	(-5.50457844295708e+00dB,6.85869497363549e+01°)
2.08929613085389e+02	(-5.48724955051326e+00dB,6.85420709816335e+01°)
2.09411245585075e+02	(-5.46993133411141e+00dB,6.84971164834158e+01°)
2.09893988362338e+02	(-5.45262382980061e+00dB,6.84520862247709e+01°)
2.10377843976633e+02	(-5.43532707368946e+00dB,6.84069801894634e+01°)
2.10862814993314e+02	(-5.41804110194697e+00dB,6.83617983619610e+01°)
2.11348903983650e+02	(-5.40076595083864e+00dB,6.83165407275331e+01°)
2.11836113524835e+02	(-5.38350165665363e+00dB,6.82712072720652e+01°)
2.12324446200007e+02	(-5.36624825578788e+00dB,6.82257979822807e+01°)
2.12813904598256e+02	(-5.34900578468559e+00dB,6.81803128455938e+01°)
