Freq.	V(A)/I(RDC_AB)
5.71478636671813e+02	(-2.61628291612176e+01dB,4.70700892128108e+01°)
5.72796030985775e+02	(-2.61520946016856e+01dB,4.71358676619095e+01°)
5.74116462207274e+02	(-2.61413371444659e+01dB,4.72016347942691e+01°)
5.75439937337103e+02	(-2.61305567975390e+01dB,4.72673902650837e+01°)
5.76766463392197e+02	(-2.61197535691325e+01dB,4.73331337299166e+01°)
5.78096047405664e+02	(-2.61089274677069e+01dB,4.73988648446081e+01°)
5.79428696426826e+02	(-2.60980785019630e+01dB,4.74645832653438e+01°)
5.80764417521257e+02	(-2.60872066808362e+01dB,4.75302886486194e+01°)
5.82103217770817e+02	(-2.60763120135047e+01dB,4.75959806513164e+01°)
5.83445104273690e+02	(-2.60653945093741e+01dB,4.76616589306021e+01°)
5.84790084144426e+02	(-2.60544541780964e+01dB,4.77273231440752e+01°)
5.86138164513973e+02	(-2.60434910295512e+01dB,4.77929729496427e+01°)
5.87489352529721e+02	(-2.60325050738564e+01dB,4.78586080056142e+01°)
5.88843655355533e+02	(-2.60214963213676e+01dB,4.79242279707001e+01°)
5.90201080171789e+02	(-2.60104647826713e+01dB,4.79898325039839e+01°)
5.91561634175418e+02	(-2.59994104685887e+01dB,4.80554212649537e+01°)
5.92925324579944e+02	(-2.59883333901740e+01dB,4.81209939135064e+01°)
5.94292158615516e+02	(-2.59772335587212e+01dB,4.81865501100080e+01°)
5.95662143528954e+02	(-2.59661109857475e+01dB,4.82520895151855e+01°)
5.97035286583780e+02	(-2.59549656830034e+01dB,4.83176117902094e+01°)
5.98411595060263e+02	(-2.59437976624813e+01dB,4.83831165967743e+01°)
5.99791076255452e+02	(-2.59326069363926e+01dB,4.84486035969374e+01°)
6.01173737483221e+02	(-2.59213935171851e+01dB,4.85140724532633e+01°)
6.02559586074301e+02	(-2.59101574175340e+01dB,4.85795228287673e+01°)
6.03948629376322e+02	(-2.58988986503496e+01dB,4.86449543869842e+01°)
6.05340874753856e+02	(-2.58876172287677e+01dB,4.87103667919123e+01°)
6.06736329588448e+02	(-2.58763131661529e+01dB,4.87757597080486e+01°)
6.08135001278660e+02	(-2.58649864760969e+01dB,4.88411328003885e+01°)
6.09536897240111e+02	(-2.58536371724217e+01dB,4.89064857344626e+01°)
6.10942024905514e+02	(-2.58422652691714e+01dB,4.89718181762878e+01°)
6.12350391724715e+02	(-2.58308707806220e+01dB,4.90371297924521e+01°)
6.13762005164736e+02	(-2.58194537212709e+01dB,4.91024202500511e+01°)
6.15176872709809e+02	(-2.58080141058452e+01dB,4.91676892167626e+01°)
6.16595001861423e+02	(-2.57965519492923e+01dB,4.92329363607850e+01°)
6.18016400138357e+02	(-2.57850672667847e+01dB,4.92981613508914e+01°)
6.19441075076722e+02	(-2.57735600737155e+01dB,4.93633638564046e+01°)
6.20869034230004e+02	(-2.57620303857086e+01dB,4.94285435472869e+01°)
6.22300285169100e+02	(-2.57504782186046e+01dB,4.94937000940525e+01°)
6.23734835482360e+02	(-2.57389035884647e+01dB,4.95588331677994e+01°)
6.25172692775626e+02	(-2.57273065115672e+01dB,4.96239424402043e+01°)
6.26613864672275e+02	(-2.57156870044210e+01dB,4.96890275836365e+01°)
6.28058358813258e+02	(-2.57040450837485e+01dB,4.97540882710371e+01°)
6.29506182857137e+02	(-2.56923807664889e+01dB,4.98191241759617e+01°)
6.30957344480133e+02	(-2.56806940697995e+01dB,4.98841349726002e+01°)
6.32411851376159e+02	(-2.56689850110565e+01dB,4.99491203357963e+01°)
6.33869711256866e+02	(-2.56572536078594e+01dB,5.00140799410990e+01°)
6.35330931851683e+02	(-2.56454998780094e+01dB,5.00790134646015e+01°)
6.36795520907855e+02	(-2.56337238395362e+01dB,5.01439205831685e+01°)
6.38263486190487e+02	(-2.56219255106748e+01dB,5.02088009742661e+01°)
6.39734835482587e+02	(-2.56101049098787e+01dB,5.02736543160775e+01°)
6.41209576585100e+02	(-2.55982620558140e+01dB,5.03384802874729e+01°)
6.42687717316958e+02	(-2.55863969673541e+01dB,5.04032785679783e+01°)
6.44169265515115e+02	(-2.55745096635979e+01dB,5.04680488379356e+01°)
6.45654229034593e+02	(-2.55626001638343e+01dB,5.05327907782312e+01°)
6.47142615748521e+02	(-2.55506684875790e+01dB,5.05975040706045e+01°)
6.48634433548176e+02	(-2.55387146545472e+01dB,5.06621883974438e+01°)
6.50129690343028e+02	(-2.55267386846654e+01dB,5.07268434418926e+01°)
6.51628394060780e+02	(-2.55147405980732e+01dB,5.07914688878793e+01°)
6.53130552647409e+02	(-2.55027204151048e+01dB,5.08560644199811e+01°)
6.54636174067212e+02	(-2.54906781563138e+01dB,5.09206297236390e+01°)
6.56145266302842e+02	(-2.54786138424511e+01dB,5.09851644849904e+01°)
6.57657837355357e+02	(-2.54665274944705e+01dB,5.10496683909296e+01°)
6.59173895244257e+02	(-2.54544191335360e+01dB,5.11141411291817e+01°)
6.60693448007532e+02	(-2.54422887810061e+01dB,5.11785823881887e+01°)
6.62216503701698e+02	(-2.54301364584498e+01dB,5.12429918572493e+01°)
6.63743070401844e+02	(-2.54179621876283e+01dB,5.13073692263890e+01°)
6.65273156201677e+02	(-2.54057659905100e+01dB,5.13717141864948e+01°)
6.66806769213557e+02	(-2.53935478892575e+01dB,5.14360264292218e+01°)
6.68343917568550e+02	(-2.53813079062323e+01dB,5.15003056470449e+01°)
6.69884609416461e+02	(-2.53690460640002e+01dB,5.15645515333178e+01°)
6.71428852925887e+02	(-2.53567623853136e+01dB,5.16287637821430e+01°)
6.72976656284252e+02	(-2.53444568931282e+01dB,5.16929420885204e+01°)
6.74528027697856e+02	(-2.53321296105865e+01dB,5.17570861482265e+01°)
6.76082975391916e+02	(-2.53197805610381e+01dB,5.18211956579984e+01°)
6.77641507610609e+02	(-2.53074097680059e+01dB,5.18852703152618e+01°)
6.79203632617118e+02	(-2.52950172552278e+01dB,5.19493098184973e+01°)
6.80769358693675e+02	(-2.52826030466121e+01dB,5.20133138668796e+01°)
6.82338694141603e+02	(-2.52701671662714e+01dB,5.20772821605762e+01°)
6.83911647281362e+02	(-2.52577096385007e+01dB,5.21412144005768e+01°)
6.85488226452594e+02	(-2.52452304877865e+01dB,5.22051102887850e+01°)
6.87068440014165e+02	(-2.52327297387990e+01dB,5.22689695279645e+01°)
6.88652296344209e+02	(-2.52202074163998e+01dB,5.23327918218210e+01°)
6.90239803840174e+02	(-2.52076635456304e+01dB,5.23965768749182e+01°)
6.91830970918869e+02	(-2.51950981517221e+01dB,5.24603243927737e+01°)
6.93425806016501e+02	(-2.51825112600875e+01dB,5.25240340818029e+01°)
6.95024317588728e+02	(-2.51699028963190e+01dB,5.25877056493216e+01°)
6.96626514110700e+02	(-2.51572730861959e+01dB,5.26513388036164e+01°)
6.98232404077103e+02	(-2.51446218556736e+01dB,5.27149332538709e+01°)
6.99841996002205e+02	(-2.51319492308907e+01dB,5.27784887102386e+01°)
7.01455298419902e+02	(-2.51192552381611e+01dB,5.28420048837903e+01°)
7.03072319883764e+02	(-2.51065399039790e+01dB,5.29054814865669e+01°)
7.04693068967077e+02	(-2.50938032550132e+01dB,5.29689182315541e+01°)
7.06317554262892e+02	(-2.50810453181095e+01dB,5.30323148327048e+01°)
7.07945784384068e+02	(-2.50682661202905e+01dB,5.30956710049628e+01°)
7.09577767963319e+02	(-2.50554656887471e+01dB,5.31589864641960e+01°)
7.11213513653259e+02	(-2.50426440508431e+01dB,5.32222609272520e+01°)
7.12853030126449e+02	(-2.50298012341213e+01dB,5.32854941120308e+01°)
7.14496326075443e+02	(-2.50169372662866e+01dB,5.33486857373406e+01°)
7.16143410212831e+02	(-2.50040521752201e+01dB,5.34118355230485e+01°)
7.17794291271291e+02	(-2.49911459889655e+01dB,5.34749431899629e+01°)
7.19448978003628e+02	(-2.49782187357369e+01dB,5.35380084599242e+01°)
7.21107479182828e+02	(-2.49652704439128e+01dB,5.36010310557663e+01°)
7.22769803602099e+02	(-2.49523011420407e+01dB,5.36640107013644e+01°)
7.24435960074918e+02	(-2.49393108588303e+01dB,5.37269471215969e+01°)
7.26105957435083e+02	(-2.49262996231527e+01dB,5.37898400423492e+01°)
7.27779804536752e+02	(-2.49132674640456e+01dB,5.38526891905726e+01°)
7.29457510254496e+02	(-2.49002144107020e+01dB,5.39154942941991e+01°)
7.31139083483345e+02	(-2.48871404924840e+01dB,5.39782550822820e+01°)
7.32824533138831e+02	(-2.48740457388981e+01dB,5.40409712847830e+01°)
7.34513868157042e+02	(-2.48609301796220e+01dB,5.41036426328300e+01°)
7.36207097494663e+02	(-2.48477938444887e+01dB,5.41662688585913e+01°)
7.37904230129027e+02	(-2.48346367634761e+01dB,5.42288496951883e+01°)
7.39605275058164e+02	(-2.48214589667307e+01dB,5.42913848769317e+01°)
7.41310241300844e+02	(-2.48082604845426e+01dB,5.43538741391043e+01°)
7.43019137896627e+02	(-2.47950413473589e+01dB,5.44163172181004e+01°)
7.44731973905915e+02	(-2.47818015857802e+01dB,5.44787138514028e+01°)
7.46448758409992e+02	(-2.47685412305496e+01dB,5.45410637775016e+01°)
7.48169500511079e+02	(-2.47552603125675e+01dB,5.46033667360434e+01°)
7.49894209332381e+02	(-2.47419588628756e+01dB,5.46656224676943e+01°)
7.51622894018130e+02	(-2.47286369126676e+01dB,5.47278307142575e+01°)
7.53355563733642e+02	(-2.47152944932826e+01dB,5.47899912186231e+01°)
7.55092227665358e+02	(-2.47019316362022e+01dB,5.48521037247580e+01°)
7.56832895020898e+02	(-2.46885483730539e+01dB,5.49141679777510e+01°)
7.58577575029108e+02	(-2.46751447356028e+01dB,5.49761837237444e+01°)
7.60326276940106e+02	(-2.46617207557624e+01dB,5.50381507100586e+01°)
7.62079010025335e+02	(-2.46482764655848e+01dB,5.51000686851066e+01°)
7.63835783577614e+02	(-2.46348118972554e+01dB,5.51619373983624e+01°)
7.65596606911179e+02	(-2.46213270831028e+01dB,5.52237566004658e+01°)
7.67361489361742e+02	(-2.46078220555918e+01dB,5.52855260431690e+01°)
7.69130440286532e+02	(-2.45942968473241e+01dB,5.53472454793669e+01°)
7.70903469064352e+02	(-2.45807514910355e+01dB,5.54089146630690e+01°)
7.72680585095625e+02	(-2.45671860195910e+01dB,5.54705333493811e+01°)
7.74461797802441e+02	(-2.45536004659946e+01dB,5.55321012946045e+01°)
7.76247116628613e+02	(-2.45399948633793e+01dB,5.55936182561573e+01°)
7.78036551039726e+02	(-2.45263692450050e+01dB,5.56550839925678e+01°)
7.79830110523180e+02	(-2.45127236442670e+01dB,5.57164982635698e+01°)
7.81627804588251e+02	(-2.44990580946780e+01dB,5.57778608299438e+01°)
7.83429642766133e+02	(-2.44853726298889e+01dB,5.58391714537302e+01°)
7.85235634609992e+02	(-2.44716672836715e+01dB,5.59004298980790e+01°)
7.87045789695019e+02	(-2.44579420899194e+01dB,5.59616359272698e+01°)
7.88860117618475e+02	(-2.44441970826530e+01dB,5.60227893067724e+01°)
7.90678627999745e+02	(-2.44304322960145e+01dB,5.60838898032176e+01°)
7.92501330480392e+02	(-2.44166477642661e+01dB,5.61449371843892e+01°)
7.94328234724201e+02	(-2.44028435217907e+01dB,5.62059312192457e+01°)
7.96159350417238e+02	(-2.43890196030901e+01dB,5.62668716779166e+01°)
7.97994687267896e+02	(-2.43751760427793e+01dB,5.63277583316588e+01°)
7.99834255006947e+02	(-2.43613128755990e+01dB,5.63885909529974e+01°)
8.01678063387598e+02	(-2.43474301363964e+01dB,5.64493693155424e+01°)
8.03526122185536e+02	(-2.43335278601374e+01dB,5.65100931941320e+01°)
8.05378441198985e+02	(-2.43196060818968e+01dB,5.65707623647432e+01°)
8.07235030248756e+02	(-2.43056648368692e+01dB,5.66313766046155e+01°)
8.09095899178300e+02	(-2.42917041603513e+01dB,5.66919356920882e+01°)
8.10961057853758e+02	(-2.42777240877527e+01dB,5.67524394067206e+01°)
8.12830516164016e+02	(-2.42637246545922e+01dB,5.68128875292704e+01°)
8.14704284020757e+02	(-2.42497058964958e+01dB,5.68732798416854e+01°)
8.16582371358509e+02	(-2.42356678491925e+01dB,5.69336161270780e+01°)
8.18464788134706e+02	(-2.42216105485252e+01dB,5.69938961698440e+01°)
8.20351544329734e+02	(-2.42075340304267e+01dB,5.70541197554350e+01°)
8.22242649946987e+02	(-2.41934383309450e+01dB,5.71142866706297e+01°)
8.24138115012918e+02	(-2.41793234862228e+01dB,5.71743967033402e+01°)
8.26037949577094e+02	(-2.41651895325054e+01dB,5.72344496426991e+01°)
8.27942163712249e+02	(-2.41510365061356e+01dB,5.72944452790298e+01°)
8.29850767514338e+02	(-2.41368644435559e+01dB,5.73543834038746e+01°)
8.31763771102586e+02	(-2.41226733813069e+01dB,5.74142638099950e+01°)
8.33681184619549e+02	(-2.41084633560226e+01dB,5.74740862913407e+01°)
8.35603018231162e+02	(-2.40942344044326e+01dB,5.75338506430742e+01°)
8.37529282126797e+02	(-2.40799865633595e+01dB,5.75935566615679e+01°)
8.39459986519311e+02	(-2.40657198697192e+01dB,5.76532041444173e+01°)
8.41395141645109e+02	(-2.40514343605157e+01dB,5.77127928903957e+01°)
8.43334757764189e+02	(-2.40371300728512e+01dB,5.77723226995801e+01°)
8.45278845160203e+02	(-2.40228070439064e+01dB,5.78317933731506e+01°)
8.47227414140509e+02	(-2.40084653109565e+01dB,5.78912047135758e+01°)
8.49180475036226e+02	(-2.39941049113630e+01dB,5.79505565245405e+01°)
8.51138038202289e+02	(-2.39797258825689e+01dB,5.80098486109017e+01°)
8.53100114017501e+02	(-2.39653282621046e+01dB,5.80690807787726e+01°)
8.55066712884595e+02	(-2.39509120875831e+01dB,5.81282528354783e+01°)
8.57037845230281e+02	(-2.39364773967006e+01dB,5.81873645895773e+01°)
8.59013521505307e+02	(-2.39220242272353e+01dB,5.82464158508585e+01°)
8.60993752184512e+02	(-2.39075526170391e+01dB,5.83054064302724e+01°)
8.62978547766881e+02	(-2.38930626040474e+01dB,5.83643361400420e+01°)
8.64967918775604e+02	(-2.38785542262770e+01dB,5.84232047936537e+01°)
8.66961875758127e+02	(-2.38640275218127e+01dB,5.84820122057307e+01°)
8.68960429286212e+02	(-2.38494825288215e+01dB,5.85407581921935e+01°)
8.70963589955991e+02	(-2.38349192855395e+01dB,5.85994425701324e+01°)
8.72971368388021e+02	(-2.38203378302799e+01dB,5.86580651579073e+01°)
8.74983775227345e+02	(-2.38057382014243e+01dB,5.87166257750652e+01°)
8.77000821143544e+02	(-2.37911204374294e+01dB,5.87751242424279e+01°)
8.79022516830793e+02	(-2.37764845768196e+01dB,5.88335603820178e+01°)
8.81048873007923e+02	(-2.37618306581866e+01dB,5.88919340170733e+01°)
8.83079900418471e+02	(-2.37471587201930e+01dB,5.89502449720938e+01°)
8.85115609830743e+02	(-2.37324688015608e+01dB,5.90084930727316e+01°)
8.87156012037869e+02	(-2.37177609410870e+01dB,5.90666781459716e+01°)
8.89201117857856e+02	(-2.37030351776272e+01dB,5.91248000199637e+01°)
8.91250938133653e+02	(-2.36882915500982e+01dB,5.91828585240627e+01°)
8.93305483733202e+02	(-2.36735300974863e+01dB,5.92408534889378e+01°)
8.95364765549501e+02	(-2.36587508588320e+01dB,5.92987847464038e+01°)
8.97428794500655e+02	(-2.36439538732358e+01dB,5.93566521295123e+01°)
8.99497581529941e+02	(-2.36291391798595e+01dB,5.94144554725631e+01°)
9.01571137605863e+02	(-2.36143068179250e+01dB,5.94721946111135e+01°)
9.03649473722207e+02	(-2.35994568267048e+01dB,5.95298693818779e+01°)
9.05732600898105e+02	(-2.35845892455302e+01dB,5.95874796228355e+01°)
9.07820530178091e+02	(-2.35697041137894e+01dB,5.96450251732171e+01°)
9.09913272632157e+02	(-2.35548014709163e+01dB,5.97025058733936e+01°)
9.12010839355814e+02	(-2.35398813564043e+01dB,5.97599215650407e+01°)
9.14113241470155e+02	(-2.35249438097945e+01dB,5.98172720910191e+01°)
9.16220490121904e+02	(-2.35099888706846e+01dB,5.98745572954840e+01°)
9.18332596483485e+02	(-2.34950165787085e+01dB,5.99317770236723e+01°)
9.20449571753075e+02	(-2.34800269735585e+01dB,5.99889311221557e+01°)
9.22571427154666e+02	(-2.34650200949711e+01dB,6.00460194386969e+01°)
9.24698173938126e+02	(-2.34499959827297e+01dB,6.01030418222932e+01°)
9.26829823379252e+02	(-2.34349546766605e+01dB,6.01599981231364e+01°)
9.28966386779839e+02	(-2.34198962166323e+01dB,6.02168881926229e+01°)
9.31107875467733e+02	(-2.34048206425607e+01dB,6.02737118834144e+01°)
9.33254300796893e+02	(-2.33897279944006e+01dB,6.03304690493608e+01°)
9.35405674147454e+02	(-2.33746183121479e+01dB,6.03871595455341e+01°)
9.37562006925782e+02	(-2.33594916358390e+01dB,6.04437832282282e+01°)
9.39723310564539e+02	(-2.33443480055455e+01dB,6.05003399549142e+01°)
9.41889596522742e+02	(-2.33291874613804e+01dB,6.05568295843192e+01°)
9.44060876285824e+02	(-2.33140100434935e+01dB,6.06132519763856e+01°)
9.46237161365693e+02	(-2.32988157920667e+01dB,6.06696069922251e+01°)
9.48418463300797e+02	(-2.32836047473202e+01dB,6.07258944942021e+01°)
9.50604793656181e+02	(-2.32683769495021e+01dB,6.07821143458286e+01°)
9.52796164023551e+02	(-2.32531324388986e+01dB,6.08382664118830e+01°)
9.54992586021335e+02	(-2.32378712558270e+01dB,6.08943505583490e+01°)
9.57194071294743e+02	(-2.32225934406304e+01dB,6.09503666523575e+01°)
9.59400631515832e+02	(-2.32072990336842e+01dB,6.10063145622744e+01°)
9.61612278383563e+02	(-2.31919880753956e+01dB,6.10621941577063e+01°)
9.63829023623868e+02	(-2.31766606061937e+01dB,6.11180053093960e+01°)
9.66050878989711e+02	(-2.31613166665353e+01dB,6.11737478892953e+01°)
9.68277856261146e+02	(-2.31459562969065e+01dB,6.12294217705988e+01°)
9.70509967245387e+02	(-2.31305795378128e+01dB,6.12850268276348e+01°)
9.72747223776862e+02	(-2.31151864297865e+01dB,6.13405629359610e+01°)
9.74989637717283e+02	(-2.30997770133818e+01dB,6.13960299723253e+01°)
9.77237220955707e+02	(-2.30843513291741e+01dB,6.14514278146512e+01°)
9.79489985408595e+02	(-2.30689094177580e+01dB,6.15067563420419e+01°)
9.81747943019880e+02	(-2.30534513197510e+01dB,6.15620154348176e+01°)
9.84011105761029e+02	(-2.30379770757874e+01dB,6.16172049744645e+01°)
9.86279485631105e+02	(-2.30224867265192e+01dB,6.16723248436493e+01°)
9.88553094656834e+02	(-2.30069803126157e+01dB,6.17273749262233e+01°)
9.90831944892662e+02	(-2.29914578747607e+01dB,6.17823551072029e+01°)
9.93116048420828e+02	(-2.29759194536543e+01dB,6.18372652727938e+01°)
9.95405417351421e+02	(-2.29603650900110e+01dB,6.18921053103818e+01°)
9.97700063822447e+02	(-2.29447948245563e+01dB,6.19468751085044e+01°)
9.99999999999893e+02	(-2.29292086980300e+01dB,6.20015745568899e+01°)
1.00230523807779e+03	(-2.29136067511827e+01dB,6.20562035464332e+01°)
1.00461579027829e+03	(-2.28979890247737e+01dB,6.21107619691747e+01°)
1.00693166885170e+03	(-2.28823555595726e+01dB,6.21652497183314e+01°)
1.00925288607658e+03	(-2.28667063963579e+01dB,6.22196666882859e+01°)
1.01157945425979e+03	(-2.28510415759150e+01dB,6.22740127745695e+01°)
1.01391138573657e+03	(-2.28353611390367e+01dB,6.23282878738861e+01°)
1.01624869287059e+03	(-2.28196651265203e+01dB,6.23824918840738e+01°)
1.01859138805401e+03	(-2.28039535791701e+01dB,6.24366247041524e+01°)
1.02093948370757e+03	(-2.27882265377912e+01dB,6.24906862342490e+01°)
1.02329299228064e+03	(-2.27724840431936e+01dB,6.25446763756643e+01°)
1.02565192625130e+03	(-2.27567261361901e+01dB,6.25985950308480e+01°)
1.02801629812636e+03	(-2.27409528575953e+01dB,6.26524421034034e+01°)
1.03038612044151e+03	(-2.27251642482197e+01dB,6.27062174980120e+01°)
1.03276140576129e+03	(-2.27093603488793e+01dB,6.27599211205697e+01°)
1.03514216667923e+03	(-2.26935412003864e+01dB,6.28135528780769e+01°)
1.03752841581790e+03	(-2.26777068435515e+01dB,6.28671126786665e+01°)
1.03992016582895e+03	(-2.26618573191783e+01dB,6.29206004315597e+01°)
1.04231742939319e+03	(-2.26459926680738e+01dB,6.29740160471892e+01°)
1.04472021922069e+03	(-2.26301129310322e+01dB,6.30273594370136e+01°)
1.04712854805079e+03	(-2.26142181488510e+01dB,6.30806305137211e+01°)
1.04954242865221e+03	(-2.25983083623139e+01dB,6.31338291910277e+01°)
1.05196187382311e+03	(-2.25823836122016e+01dB,6.31869553838168e+01°)
1.05438689639115e+03	(-2.25664439392860e+01dB,6.32400090080751e+01°)
1.05681750921354e+03	(-2.25504893843286e+01dB,6.32929899808822e+01°)
1.05925372517717e+03	(-2.25345199880826e+01dB,6.33458982204379e+01°)
1.06169555719861e+03	(-2.25185357912917e+01dB,6.33987336460646e+01°)
1.06414301822420e+03	(-2.25025368346860e+01dB,6.34514961781539e+01°)
1.06659612123014e+03	(-2.24865231589859e+01dB,6.35041857382255e+01°)
1.06905487922254e+03	(-2.24704948048960e+01dB,6.35568022488585e+01°)
1.07151930523749e+03	(-2.24544518131095e+01dB,6.36093456337555e+01°)
1.07398941234113e+03	(-2.24383942243076e+01dB,6.36618158177409e+01°)
1.07646521362972e+03	(-2.24223220791500e+01dB,6.37142127266421e+01°)
1.07894672222971e+03	(-2.24062354182854e+01dB,6.37665362874379e+01°)
1.08143395129782e+03	(-2.23901342823445e+01dB,6.38187864281721e+01°)
1.08392691402109e+03	(-2.23740187119406e+01dB,6.38709630779657e+01°)
1.08642562361695e+03	(-2.23578887476662e+01dB,6.39230661669844e+01°)
1.08893009333331e+03	(-2.23417444301004e+01dB,6.39750956265398e+01°)
1.09144033644864e+03	(-2.23255857997966e+01dB,6.40270513889333e+01°)
1.09395636627197e+03	(-2.23094128972899e+01dB,6.40789333875619e+01°)
1.09647819614307e+03	(-2.22932257630961e+01dB,6.41307415569113e+01°)
1.09900583943240e+03	(-2.22770244377066e+01dB,6.41824758324961e+01°)
1.10153930954129e+03	(-2.22608089615912e+01dB,6.42341361509024e+01°)
1.10407861990195e+03	(-2.22445793751941e+01dB,6.42857224497355e+01°)
1.10662378397755e+03	(-2.22283357189393e+01dB,6.43372346677114e+01°)
1.10917481526228e+03	(-2.22120780332224e+01dB,6.43886727445393e+01°)
1.11173172728147e+03	(-2.21958063584148e+01dB,6.44400366209959e+01°)
1.11429453359161e+03	(-2.21795207348623e+01dB,6.44913262389052e+01°)
1.11686324778044e+03	(-2.21632212028818e+01dB,6.45425415410991e+01°)
1.11943788346703e+03	(-2.21469078027634e+01dB,6.45936824714623e+01°)
1.12201845430184e+03	(-2.21305805747697e+01dB,6.46447489749141e+01°)
1.12460497396680e+03	(-2.21142395591328e+01dB,6.46957409973870e+01°)
1.12719745617539e+03	(-2.20978847960555e+01dB,6.47466584858413e+01°)
1.12979591467267e+03	(-2.20815163257121e+01dB,6.47975013882811e+01°)
1.13240036323543e+03	(-2.20651341882411e+01dB,6.48482696536655e+01°)
1.13501081567219e+03	(-2.20487384237541e+01dB,6.48989632320346e+01°)
1.13762728582331e+03	(-2.20323290723288e+01dB,6.49495820744142e+01°)
1.14024978756104e+03	(-2.20159061740066e+01dB,6.50001261327976e+01°)
1.14287833478965e+03	(-2.19994697687996e+01dB,6.50505953602340e+01°)
1.14551294144541e+03	(-2.19830198966837e+01dB,6.51009897107561e+01°)
1.14815362149676e+03	(-2.19665565976000e+01dB,6.51513091393900e+01°)
1.15080038894431e+03	(-2.19500799114527e+01dB,6.52015536021349e+01°)
1.15345325782097e+03	(-2.19335898781113e+01dB,6.52517230560069e+01°)
1.15611224219197e+03	(-2.19170865374078e+01dB,6.53018174589946e+01°)
1.15877735615500e+03	(-2.19005699291348e+01dB,6.53518367700425e+01°)
1.16144861384021e+03	(-2.18840400930508e+01dB,6.54017809491332e+01°)
1.16412602941036e+03	(-2.18674970688727e+01dB,6.54516499571802e+01°)
1.16680961706083e+03	(-2.18509408962768e+01dB,6.55014437560522e+01°)
1.16949939101974e+03	(-2.18343716149028e+01dB,6.55511623086322e+01°)
1.17219536554800e+03	(-2.18177892643477e+01dB,6.56008055787370e+01°)
1.17489755493940e+03	(-2.18011938841680e+01dB,6.56503735311547e+01°)
1.17760597352068e+03	(-2.17845855138756e+01dB,6.56998661315827e+01°)
1.18032063565160e+03	(-2.17679641929462e+01dB,6.57492833467672e+01°)
1.18304155572503e+03	(-2.17513299608077e+01dB,6.57986251443258e+01°)
1.18576874816703e+03	(-2.17346828568425e+01dB,6.58478914927971e+01°)
1.18850222743689e+03	(-2.17180229203969e+01dB,6.58970823617744e+01°)
1.19124200802724e+03	(-2.17013501907645e+01dB,6.59461977216695e+01°)
1.19398810446414e+03	(-2.16846647071986e+01dB,6.59952375439038e+01°)
1.19674053130711e+03	(-2.16679665089045e+01dB,6.60442018007903e+01°)
1.19949930314925e+03	(-2.16512556350411e+01dB,6.60930904655708e+01°)
1.20226443461728e+03	(-2.16345321247219e+01dB,6.61419035124282e+01°)
1.20503594037166e+03	(-2.16177960170125e+01dB,6.61906409164587e+01°)
1.20781383510665e+03	(-2.16010473509301e+01dB,6.62393026536619e+01°)
1.21059813355035e+03	(-2.15842861654430e+01dB,6.62878887009468e+01°)
1.21338885046484e+03	(-2.15675124994726e+01dB,6.63363990361598e+01°)
1.21618600064623e+03	(-2.15507263918893e+01dB,6.63848336380221e+01°)
1.21898959892473e+03	(-2.15339278815114e+01dB,6.64331924861296e+01°)
1.22179966016474e+03	(-2.15171170071118e+01dB,6.64814755610492e+01°)
1.22461619926491e+03	(-2.15002938074079e+01dB,6.65296828441700e+01°)
1.22743923115827e+03	(-2.14834583210680e+01dB,6.65778143178075e+01°)
1.23026877081224e+03	(-2.14666105867072e+01dB,6.66258699651435e+01°)
1.23310483322877e+03	(-2.14497506428881e+01dB,6.66738497702402e+01°)
1.23594743344437e+03	(-2.14328785281217e+01dB,6.67217537180578e+01°)
1.23879658653023e+03	(-2.14159942808633e+01dB,6.67695817943909e+01°)
1.24165230759227e+03	(-2.13990979395171e+01dB,6.68173339859523e+01°)
1.24451461177125e+03	(-2.13821895424292e+01dB,6.68650102802610e+01°)
1.24738351424280e+03	(-2.13652691278952e+01dB,6.69126106657644e+01°)
1.25025903021758e+03	(-2.13483367341526e+01dB,6.69601351317222e+01°)
1.25314117494128e+03	(-2.13313923993819e+01dB,6.70075836682320e+01°)
1.25602996369473e+03	(-2.13144361617103e+01dB,6.70549562662871e+01°)
1.25892541179403e+03	(-2.12974680592069e+01dB,6.71022529176994e+01°)
1.26182753459053e+03	(-2.12804881298835e+01dB,6.71494736151247e+01°)
1.26473634747101e+03	(-2.12634964116953e+01dB,6.71966183520719e+01°)
1.26765186585770e+03	(-2.12464929425386e+01dB,6.72436871228646e+01°)
1.27057410520840e+03	(-2.12294777602520e+01dB,6.72906799226762e+01°)
1.27350308101652e+03	(-2.12124509026129e+01dB,6.73375967474604e+01°)
1.27643880881120e+03	(-2.11954124073427e+01dB,6.73844375940493e+01°)
1.27938130415738e+03	(-2.11783623121017e+01dB,6.74312024600729e+01°)
1.28233058265588e+03	(-2.11613006544897e+01dB,6.74778913439633e+01°)
1.28528665994347e+03	(-2.11442274720456e+01dB,6.75245042449643e+01°)
1.28824955169299e+03	(-2.11271428022492e+01dB,6.75710411631472e+01°)
1.29121927361339e+03	(-2.11100466825177e+01dB,6.76175020993700e+01°)
1.29419584144984e+03	(-2.10929391502067e+01dB,6.76638870552893e+01°)
1.29717927098381e+03	(-2.10758202426088e+01dB,6.77101960333427e+01°)
1.30016957803314e+03	(-2.10586899969564e+01dB,6.77564290367919e+01°)
